14858:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
14925:ApriltagsCameraLog(1):,7,-2.172821,-1.376000,-1.376000,-1.376000,-2.178314,1.345823,1.342894,5.409818,5.418567,10.992507,98003,1.749063
14934:ApriltagsCameraLog(1):,8,-2.172821,-1.513000,-1.513000,-1.513000,-2.178314,1.330503,1.342894,5.332146,5.418567,10.314618,98003,1.664327
14941:ApriltagsCameraLog(1):,15,-2.178314,-7.125000,-2.178314,-7.125000,-2.178314,1.353016,1.342894,5.455231,5.418567,41.749553,98000,2.984347
14958:ApriltagsCameraLog(1):,7,-2.178314,-1.368000,-1.368000,-1.368000,-2.181060,1.345843,1.342894,5.410011,5.418567,10.992507,98005,1.749063
14998:ApriltagsCameraLog(1):,8,-2.178314,-1.501000,-1.501000,-1.501000,-2.181060,1.330429,1.342894,5.332432,5.418567,10.314618,98005,1.664327
15002:ApriltagsCameraLog(1):,15,-2.181060,-7.089000,-2.181060,-7.089000,-2.181060,1.353062,1.342894,5.455389,5.418567,41.749553,98004,2.984347
15015:ApriltagsCameraLog(1):,7,-2.181060,-1.379000,-1.379000,-1.379000,-2.181060,1.345816,1.342894,5.409745,5.418567,10.992507,98009,1.749063
15018:ApriltagsCameraLog(1):,8,-2.181060,-1.507000,-1.507000,-1.507000,-2.181060,1.330466,1.342894,5.332289,5.418567,10.314618,98009,1.664327
15025:ApriltagsCameraLog(1):,15,-2.181060,-7.148000,-2.181060,-7.148000,-2.181060,1.353062,1.342894,5.455389,5.418567,41.749553,98005,2.984347
15041:ApriltagsCameraLog(1):,7,-2.181060,-1.384000,-1.384000,-1.384000,-2.181060,1.345804,1.342894,5.409624,5.418567,10.992507,98010,1.749063
15047:ApriltagsCameraLog(1):,8,-2.181060,-1.488000,-1.488000,-1.488000,-2.181060,1.330350,1.342894,5.332743,5.418567,10.314618,98010,1.664327
15051:ApriltagsCameraLog(1):,15,-2.181060,-7.162000,-2.181060,-7.162000,-2.181060,1.350524,1.342894,5.455486,5.418567,41.789435,98009,2.986840
15078:ApriltagsCameraLog(1):,7,-2.181060,-1.401000,-1.401000,-1.401000,-2.181060,1.345763,1.342894,5.409214,5.418567,10.992507,98016,1.749063
15083:ApriltagsCameraLog(1):,8,-2.181060,-1.486000,-1.486000,-1.486000,-2.181060,1.330338,1.342894,5.332791,5.418567,10.314618,98016,1.664327
