125276:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
125311:ApriltagsCameraLog(1):,7,2.160724,2.594000,2.594000,2.594000,2.163471,1.337517,1.327370,5.434112,5.384969,11.011808,101336,1.751476
125313:ApriltagsCameraLog(1):,8,2.160724,2.720000,2.720000,2.720000,2.163471,1.322112,1.327370,5.362016,5.384969,10.453367,101336,1.681671
125330:ApriltagsCameraLog(1):,15,2.163471,-4.050000,2.163471,-4.050000,2.160724,1.356951,1.327370,5.450082,5.384969,41.477740,101332,2.967359
125351:ApriltagsCameraLog(1):,7,2.160724,2.595000,2.595000,2.595000,2.163471,1.337404,1.327370,5.436673,5.384969,11.005839,101338,1.750730
125352:ApriltagsCameraLog(1):,8,2.160724,2.690000,2.690000,2.690000,2.163471,1.322310,1.327370,5.361304,5.384969,10.453367,101338,1.681671
125370:ApriltagsCameraLog(1):,7,2.163471,2.611000,2.611000,2.611000,2.163471,1.337435,1.327370,5.437057,5.384969,11.005839,101339,1.750730
125372:ApriltagsCameraLog(1):,8,2.163471,2.692000,2.692000,2.692000,2.163471,1.322297,1.327370,5.361352,5.384969,10.453367,101339,1.681671
125373:ApriltagsCameraLog(1):,15,2.163471,-4.039000,2.163471,-4.039000,2.163471,1.356951,1.327370,5.450082,5.384969,41.477740,101334,2.967359
125390:ApriltagsCameraLog(1):,15,2.163471,-4.042000,2.163471,-4.042000,2.163471,1.354413,1.327370,5.449986,5.384969,41.516807,101335,2.969800
125430:ApriltagsCameraLog(1):,7,2.163471,2.593000,2.593000,2.593000,2.163471,1.337400,1.327370,5.436625,5.384969,11.005839,101340,1.750730
125432:ApriltagsCameraLog(1):,8,2.163471,2.672000,2.672000,2.672000,2.163471,1.322429,1.327370,5.360877,5.384969,10.453367,101340,1.681671
125450:ApriltagsCameraLog(1):,15,2.163471,-4.064000,2.163471,-4.064000,2.163471,1.354413,1.327370,5.449986,5.384969,41.516807,101336,2.969800
125511:ApriltagsCameraLog(1):,7,2.163471,2.618000,2.618000,2.618000,2.163471,1.337449,1.327370,5.437225,5.384969,11.005839,101341,1.750730
125513:ApriltagsCameraLog(1):,8,2.163471,2.664000,2.664000,2.664000,2.163471,1.322482,1.327370,5.360687,5.384969,10.453367,101341,1.681671
125514:ApriltagsCameraLog(1):,15,2.163471,-4.063000,2.163471,-4.063000,2.163471,1.354413,1.327370,5.449986,5.384969,41.516807,101338,2.969800
125530:ApriltagsCameraLog(1):,7,2.163471,2.604000,2.604000,2.604000,2.163471,1.337422,1.327370,5.436889,5.384969,11.005839,101343,1.750730
125532:ApriltagsCameraLog(1):,8,2.163471,2.661000,2.661000,2.661000,2.163471,1.322502,1.327370,5.360616,5.384969,10.453367,101343,1.681671
125551:ApriltagsCameraLog(1):,15,2.163471,-4.004000,2.163471,-4.004000,2.160724,1.354413,1.327370,5.449986,5.384969,41.516807,101340,2.969800
125571:ApriltagsCameraLog(1):,7,2.163471,2.623000,2.623000,2.623000,2.160724,1.337575,1.327370,5.434808,5.384969,11.011808,101344,1.751476
125572:ApriltagsCameraLog(1):,8,2.163471,2.690000,2.690000,2.690000,2.160724,1.322310,1.327370,5.361304,5.384969,10.453367,101344,1.681671
125590:ApriltagsCameraLog(1):,15,2.160724,-3.994000,2.160724,-3.994000,2.160724,1.354458,1.327370,5.450144,5.384969,41.516807,101341,2.969800
125650:ApriltagsCameraLog(1):,7,2.160724,2.611000,2.611000,2.611000,2.160724,1.337551,1.327370,5.434520,5.384969,11.011808,101346,1.751476
125652:ApriltagsCameraLog(1):,8,2.160724,2.671000,2.671000,2.671000,2.160724,1.322436,1.327370,5.360853,5.384969,10.453367,101346,1.681671
125670:ApriltagsCameraLog(1):,15,2.160724,-3.968000,2.160724,-3.968000,2.160724,1.357092,1.327370,5.447702,5.384969,41.466555,101342,2.966660
125711:ApriltagsCameraLog(1):,7,2.160724,2.621000,2.621000,2.621000,2.160724,1.337571,1.327370,5.434760,5.384969,11.011808,101348,1.751476
125713:ApriltagsCameraLog(1):,8,2.160724,2.636000,2.636000,2.636000,2.160724,1.322667,1.327370,5.360022,5.384969,10.453367,101348,1.681671
125714:ApriltagsCameraLog(1):,15,2.160724,-3.998000,2.160724,-3.998000,2.160724,1.351920,1.327370,5.450048,5.384969,41.555877,101345,2.972242
125750:ApriltagsCameraLog(1):,7,2.160724,2.615000,2.615000,2.615000,2.160724,1.337559,1.327370,5.434616,5.384969,11.011808,101349,1.751476
125751:ApriltagsCameraLog(1):,8,2.160724,2.666000,2.666000,2.666000,2.160724,1.322469,1.327370,5.360734,5.384969,10.453367,101349,1.681671
125754:ApriltagsCameraLog(1):,15,2.160724,-4.024000,2.160724,-4.024000,2.160724,1.354458,1.327370,5.450144,5.384969,41.516807,101346,2.969800
125770:ApriltagsCameraLog(1):,7,2.160724,2.558000,2.558000,2.558000,2.160724,1.337332,1.327370,5.435785,5.384969,11.005839,101351,1.750730
125772:ApriltagsCameraLog(1):,8,2.160724,2.664000,2.664000,2.664000,2.160724,1.322482,1.327370,5.360687,5.384969,10.453367,101351,1.681671
125810:ApriltagsCameraLog(1):,15,2.160724,-3.959000,2.160724,-3.959000,2.160724,1.357092,1.327370,5.447702,5.384969,41.466555,101347,2.966660
125830:ApriltagsCameraLog(1):,7,2.160724,2.601000,2.601000,2.601000,2.160724,1.337531,1.327370,5.434280,5.384969,11.011808,101352,1.751476
