15791:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
15842:ApriltagsCameraLog(1):,7,-25.292471,-25.508000,-25.508000,-25.508000,-25.243698,1.898036,1.876509,5.152433,5.111940,14.905139,100251,2.238142
15854:ApriltagsCameraLog(1):,8,-25.292471,-24.912000,-24.912000,-24.912000,-25.274655,1.871992,1.890628,5.097500,5.139040,13.856591,100251,2.107074
15880:ApriltagsCameraLog(1):,7,-25.274655,-25.507000,-25.507000,-25.507000,-24.984135,1.898043,1.878205,5.152467,5.111299,14.905139,100252,2.238142
15909:ApriltagsCameraLog(1):,8,-25.274655,-24.904000,-24.904000,-24.904000,-25.016777,1.871976,1.891373,5.097766,5.138739,13.856591,100252,2.107074
15920:ApriltagsCameraLog(1):,7,-25.016777,-25.480000,-25.480000,-25.480000,-24.292998,1.898229,1.880588,5.153379,5.111282,14.905139,100253,2.238142
15925:ApriltagsCameraLog(1):,8,-25.016777,-24.970000,-24.970000,-24.970000,-24.323966,1.869805,1.893781,5.096638,5.139240,13.837413,100253,2.104677
15933:ApriltagsCameraLog(1):,7,-24.323966,-25.505000,-25.505000,-25.505000,-24.074473,1.898057,1.878483,5.152535,5.111837,14.905139,100255,2.238142
15938:ApriltagsCameraLog(1):,8,-24.323966,-25.209000,-25.209000,-25.209000,-24.108935,1.870264,1.892482,5.088679,5.139593,13.837413,100255,2.104677
15946:ApriltagsCameraLog(1):,7,-24.108935,-25.440000,-25.440000,-25.440000,-23.598618,1.900798,1.879002,5.153640,5.106942,14.925317,100256,2.240665
15951:ApriltagsCameraLog(1):,8,-24.108935,-24.995000,-24.995000,-24.995000,-23.621885,1.869854,1.894725,5.095806,5.139149,13.837413,100256,2.104677
15959:ApriltagsCameraLog(1):,7,-23.621885,-25.480000,-25.480000,-25.480000,-23.310212,1.898229,1.880664,5.153379,5.110632,14.905139,100257,2.238142
15964:ApriltagsCameraLog(1):,8,-23.621885,-24.911000,-24.911000,-24.911000,-23.339554,1.869687,1.894458,5.098603,5.139734,13.837413,100257,2.104677
15974:ApriltagsCameraLog(1):,7,-23.339554,-25.423000,-23.339554,-25.423000,-23.001430,1.911612,1.878970,5.225975,5.113215,29.810278,100259,2.238142
15979:ApriltagsCameraLog(1):,8,-23.339554,-25.069000,-25.069000,-25.069000,-23.014392,1.869999,1.902066,5.093342,5.189188,13.837413,100259,2.104677
15986:ApriltagsCameraLog(1):,7,-23.014392,-25.447000,-23.014392,-25.447000,-22.334906,1.913407,1.882117,5.237045,5.125972,29.810278,100260,2.238142
15990:ApriltagsCameraLog(1):,8,-23.014392,-24.854000,-24.854000,-24.854000,-22.349846,1.871875,1.904332,5.099433,5.200752,13.856591,100260,2.107074
16000:ApriltagsCameraLog(1):,7,-22.349846,-25.546000,-22.349846,-25.546000,-21.954322,1.916881,1.885357,5.259700,5.133278,29.810278,100261,2.238142
16004:ApriltagsCameraLog(1):,8,-22.349846,-25.182000,-22.349846,-25.182000,-21.977492,1.862602,1.908528,5.183738,5.217864,27.674826,100261,2.104677
16019:ApriltagsCameraLog(1):,7,-21.977492,-25.422000,-21.977492,-25.422000,-21.226419,1.918712,1.881407,5.272411,5.195729,29.810278,100263,2.238142
16023:ApriltagsCameraLog(1):,8,-21.977492,-25.025000,-21.977492,-25.025000,-21.240430,1.861256,1.909336,5.196086,5.247379,27.674826,100263,2.104677
16041:ApriltagsCameraLog(1):,7,-21.240430,-25.419000,-21.240430,-25.419000,-20.837734,1.922094,1.879721,5.297606,5.215107,29.810278,100264,2.238142
16049:ApriltagsCameraLog(1):,8,-21.240430,-25.275000,-21.240430,-25.275000,-20.851480,1.858354,1.910588,5.220501,5.271569,27.674826,100264,2.104677
16072:ApriltagsCameraLog(1):,7,-20.851480,-25.524000,-20.851480,-25.524000,-19.224114,1.923747,1.879042,5.310918,5.238241,29.810278,100266,2.238142
16079:ApriltagsCameraLog(1):,8,-20.851480,-25.185000,-20.851480,-25.185000,-19.243355,1.859070,1.911819,5.232466,5.287724,27.713183,100266,2.107074
16103:ApriltagsCameraLog(1):,7,-19.243355,-25.596000,-19.243355,-25.596000,-17.976414,1.929624,1.878447,5.366067,5.251629,29.810278,100269,2.238142
