9663:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
9725:ApriltagsCameraLog(1):,7,-23.767515,-24.144000,-24.144000,-24.144000,-23.683223,1.937271,1.916906,5.179452,5.142049,15.182984,95371,2.272873
9739:ApriltagsCameraLog(1):,8,-23.767515,-23.236000,-23.236000,-23.236000,-23.731490,1.910832,1.929892,5.137613,5.167264,14.208835,95371,2.151104
9749:ApriltagsCameraLog(1):,7,-23.731490,-24.142000,-24.142000,-24.142000,-23.137322,1.937284,1.917604,5.179521,5.147981,15.182984,95373,2.272873
9757:ApriltagsCameraLog(1):,8,-23.731490,-23.265000,-23.265000,-23.265000,-23.188002,1.910910,1.930862,5.136626,5.169397,14.208835,95373,2.151104
9763:ApriltagsCameraLog(1):,7,-23.188002,-24.153000,-24.153000,-24.153000,-22.542240,1.937214,1.920051,5.179142,5.147430,15.182984,95374,2.272873
9767:ApriltagsCameraLog(1):,8,-23.188002,-23.288000,-23.288000,-23.288000,-22.595614,1.910971,1.933226,5.135844,5.168607,14.208835,95374,2.151104
9776:ApriltagsCameraLog(1):,7,-22.595614,-24.127000,-24.127000,-24.127000,-22.159851,1.937381,1.918995,5.180038,5.147245,15.182984,95375,2.272873
9780:ApriltagsCameraLog(1):,8,-22.595614,-23.330000,-23.330000,-23.330000,-22.210840,1.911083,1.932259,5.134415,5.169426,14.208835,95375,2.151104
9791:ApriltagsCameraLog(1):,7,-22.210840,-24.175000,-24.175000,-24.175000,-21.726301,1.937072,1.919272,5.178384,5.146811,15.182984,95376,2.272873
9795:ApriltagsCameraLog(1):,8,-22.210840,-23.328000,-23.328000,-23.328000,-21.783073,1.911078,1.932244,5.134483,5.168444,14.208835,95376,2.151104
9801:ApriltagsCameraLog(1):,7,-21.783073,-24.173000,-21.783073,-24.173000,-21.237355,1.950771,1.919248,5.261139,5.146382,30.365969,95377,2.272873
9805:ApriltagsCameraLog(1):,8,-21.783073,-23.288000,-23.288000,-23.288000,-21.267164,1.913304,1.941168,5.134840,5.223499,14.228056,95377,2.153507
9822:ApriltagsCameraLog(1):,7,-21.267164,-24.142000,-21.267164,-24.142000,-20.013616,1.953272,1.924299,5.279059,5.163495,30.365969,95378,2.272873
9826:ApriltagsCameraLog(1):,8,-21.267164,-23.332000,-21.267164,-23.332000,-20.043098,1.904359,1.945010,5.204479,5.240145,28.417671,95378,2.151104
9833:ApriltagsCameraLog(1):,7,-20.043098,-24.155000,-20.043098,-24.155000,-18.574568,1.958560,1.919990,5.321661,5.214460,30.365969,95379,2.272873
9837:ApriltagsCameraLog(1):,8,-20.043098,-23.288000,-20.043098,-23.288000,-18.604632,1.899179,1.947446,5.245924,5.284545,28.417671,95379,2.151104
9846:ApriltagsCameraLog(1):,7,-18.604632,-24.162000,-18.604632,-24.162000,-17.783877,1.963609,1.923359,5.371855,5.256000,30.365969,95380,2.272873
9852:ApriltagsCameraLog(1):,8,-18.604632,-23.347000,-18.604632,-23.347000,-17.814308,1.891961,1.956040,5.294473,5.330924,28.417671,95380,2.151104
9861:ApriltagsCameraLog(1):,7,-17.814308,-24.149000,-17.814308,-24.149000,-16.969873,1.965847,1.915175,5.399482,5.305829,30.365969,95381,2.272873
9866:ApriltagsCameraLog(1):,8,-17.814308,-23.329000,-17.814308,-23.329000,-16.999188,1.887477,1.952079,5.321065,5.366980,28.417671,95381,2.151104
9875:ApriltagsCameraLog(1):,7,-16.999188,-24.146000,-16.999188,-24.146000,-15.241444,1.967755,1.912659,5.428005,5.333656,30.365969,95382,2.272873
9880:ApriltagsCameraLog(1):,8,-16.999188,-23.317000,-16.999188,-23.317000,-15.270415,1.884898,1.952796,5.347681,5.394331,28.456111,95382,2.153507
9889:ApriltagsCameraLog(1):,7,-15.270415,-24.155000,-15.270415,-24.155000,-14.327502,1.970458,1.911211,5.488573,5.358962,30.365969,95384,2.272873
9894:ApriltagsCameraLog(1):,8,-15.270415,-23.353000,-15.270415,-23.353000,-14.357079,1.870562,1.954167,5.406198,5.441786,28.417671,95384,2.151104
9902:ApriltagsCameraLog(1):,7,-14.357079,-24.171000,-14.357079,-24.171000,-13.389049,1.971148,1.902136,5.520597,5.414461,30.365969,95385,2.272873
9907:ApriltagsCameraLog(1):,8,-14.357079,-23.302000,-14.357079,-23.302000,-13.419350,1.863569,1.951679,5.436568,5.481654,28.417671,95385,2.151104
9929:ApriltagsCameraLog(1):,7,-13.419350,-24.179000,-13.419350,-24.179000,-11.478094,1.971325,1.901362,5.553483,5.446001,30.365969,95386,2.272873
9934:ApriltagsCameraLog(1):,8,-13.419350,-23.302000,-13.419350,-23.302000,-11.508811,1.855887,1.954712,5.467630,5.512750,28.417671,95386,2.151104
9945:ApriltagsCameraLog(1):,7,-11.508811,-24.188000,-11.508811,-24.188000,-8.573182,1.970021,1.895585,5.620472,5.478417,30.365969,95389,2.272873
9949:ApriltagsCameraLog(1):,8,-11.508811,-23.301000,-11.508811,-23.301000,-8.604612,1.841156,1.951808,5.529997,5.568644,28.456111,95389,2.153507
9979:ApriltagsCameraLog(1):,7,-8.604612,-24.146000,-8.604612,-24.146000,-5.652592,1.963763,1.881878,5.722123,5.536875,30.365969,95390,2.272873
9984:ApriltagsCameraLog(1):,8,-8.604612,-23.236000,-8.604612,-23.236000,-5.681277,1.811014,1.940991,5.624509,5.654863,28.456111,95390,2.153507
