147791:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust
160927:ApriltagsCameraLog(1):,7,169.042531,168.533000,168.533000,168.533000,169.058516,0.889967,0.891777,1.459662,1.450995,4.425364
160967:ApriltagsCameraLog(1):,7,169.058516,168.534000,168.534000,168.534000,169.028610,0.890471,0.890858,1.462167,1.455326,4.429728
160987:ApriltagsCameraLog(1):,7,169.028610,168.567000,168.567000,168.567000,168.937186,0.891469,0.890654,1.467681,1.458746,4.438615
161027:ApriltagsCameraLog(1):,7,168.937186,168.279000,168.279000,168.279000,168.828752,0.890112,0.891050,1.468498,1.463214,4.427922
161067:ApriltagsCameraLog(1):,7,168.828752,168.524000,168.524000,168.524000,168.681206,0.891017,0.890570,1.477446,1.465854,4.437255
161087:ApriltagsCameraLog(1):,7,168.681206,168.315000,168.315000,168.315000,168.634753,0.889153,0.890785,1.477058,1.471650,4.422250
161127:ApriltagsCameraLog(1):,7,168.634753,168.318000,168.318000,168.318000,168.572463,0.890180,0.889963,1.482081,1.474352,4.431923
161147:ApriltagsCameraLog(1):,7,168.572463,168.228000,168.228000,168.228000,168.535617,0.888268,0.890065,1.483628,1.478217,4.417130
161187:ApriltagsCameraLog(1):,7,168.535617,167.929000,167.929000,167.929000,168.540677,0.888984,0.889161,1.481277,1.480921,4.422111
161227:ApriltagsCameraLog(1):,7,168.540677,168.148000,168.148000,168.148000,168.515611,0.889363,0.889072,1.487306,1.481098,4.427144
161267:ApriltagsCameraLog(1):,7,168.515611,167.905000,167.905000,167.905000,168.569852,0.890063,0.889211,1.485856,1.484203,4.432229
161307:ApriltagsCameraLog(1):,7,168.569852,168.289000,168.289000,168.289000,168.517988,0.887802,0.889634,1.495078,1.485031,4.417715
161327:ApriltagsCameraLog(1):,7,168.517988,168.247000,168.247000,168.247000,168.539380,0.888355,0.888712,1.496886,1.490054,4.422917
161367:ApriltagsCameraLog(1):,7,168.539380,168.308000,168.308000,168.308000,168.620508,0.888301,0.888529,1.497873,1.493470,4.422917
161387:ApriltagsCameraLog(1):,7,168.620508,168.354000,168.354000,168.354000,168.645470,0.888258,0.888412,1.498616,1.495671,4.422917
161427:ApriltagsCameraLog(1):,7,168.645470,168.467000,168.467000,168.467000,168.757212,0.888660,0.888333,1.502932,1.497144,4.428172
161467:ApriltagsCameraLog(1):,7,168.757212,168.543000,168.543000,168.543000,168.888065,0.891073,0.888493,1.503657,1.500038,4.447796
161487:ApriltagsCameraLog(1):,7,168.888065,168.504000,168.504000,168.504000,168.944921,0.891112,0.889781,1.503024,1.501849,4.447796
161527:ApriltagsCameraLog(1):,7,168.944921,168.898000,168.898000,168.898000,169.027114,0.890696,0.890445,1.509413,1.502438,4.447796
161547:ApriltagsCameraLog(1):,7,169.027114,168.825000,168.825000,168.825000,169.055900,0.891269,0.890571,1.510721,1.505925,4.453088
161587:ApriltagsCameraLog(1):,7,169.055900,168.774000,168.774000,168.774000,169.179700,0.891326,0.890916,1.509894,1.508324,4.453088
161627:ApriltagsCameraLog(1):,7,169.179700,168.813000,168.813000,168.813000,169.335841,0.891283,0.891120,1.510526,1.509109,4.453088
161667:ApriltagsCameraLog(1):,7,169.335841,168.735000,168.735000,168.735000,169.432511,0.891370,0.891199,1.509261,1.509818,4.453088
161687:ApriltagsCameraLog(1):,7,169.432511,169.251000,169.251000,169.251000,169.414675,0.891234,0.891286,1.520125,1.509540,4.458433
161727:ApriltagsCameraLog(1):,7,169.414675,169.267000,169.267000,169.267000,169.565208,0.891213,0.891258,1.520384,1.514832,4.458433
161767:ApriltagsCameraLog(1):,7,169.565208,169.291000,169.291000,169.291000,169.676224,0.891654,0.891233,1.523269,1.517608,4.463828
161787:ApriltagsCameraLog(1):,7,169.676224,169.318000,169.318000,169.318000,169.682074,0.892088,0.891438,1.526203,1.520439,4.469275
161827:ApriltagsCameraLog(1):,7,169.682074,169.486000,169.486000,169.486000,169.809769,0.891848,0.891757,1.528930,1.523322,4.469275
161867:ApriltagsCameraLog(1):,7,169.809769,169.304000,169.304000,169.304000,170.028545,0.895075,0.891799,1.528000,1.526126,4.494330
161907:ApriltagsCameraLog(1):,7,170.028545,169.810000,169.810000,169.810000,170.182994,0.894312,0.893434,1.536238,1.527069,4.494330
161947:ApriltagsCameraLog(1):,7,170.182994,169.628000,169.628000,169.628000,170.507707,0.894595,0.893871,1.533276,1.531654,4.494330
161967:ApriltagsCameraLog(1):,7,170.507707,170.286000,170.286000,170.286000,170.688941,0.896032,0.894230,1.543553,1.532466,4.513891
161987:ApriltagsCameraLog(1):,7,170.688941,170.739000,170.739000,170.739000,170.905662,0.897737,0.895133,1.550526,1.538009,4.533456
162027:ApriltagsCameraLog(1):,7,170.905662,170.960000,170.960000,170.960000,171.390572,0.899834,0.896441,1.553736,1.544267,4.553025
162067:ApriltagsCameraLog(1):,7,171.390572,171.120000,171.120000,171.120000,171.853446,0.899137,0.898136,1.553845,1.549002,4.547584
162087:ApriltagsCameraLog(1):,7,171.853446,171.760000,171.760000,171.760000,172.055958,0.899657,0.898632,1.558916,1.551425,4.556468
162127:ApriltagsCameraLog(1):,7,172.055958,171.972000,171.972000,171.972000,172.562804,0.901392,0.899146,1.559515,1.555170,4.570825
162147:ApriltagsCameraLog(1):,7,172.562804,172.401000,172.401000,172.401000,172.753041,0.902696,0.900266,1.563693,1.557344,4.585264
162187:ApriltagsCameraLog(1):,7,172.753041,172.846000,172.846000,172.846000,173.059400,0.901119,0.901478,1.565956,1.560519,4.575024
162227:ApriltagsCameraLog(1):,7,173.059400,173.098000,173.098000,173.098000,173.239328,0.900581,0.901299,1.570085,1.563238,4.575024
162267:ApriltagsCameraLog(1):,7,173.239328,173.099000,173.099000,173.099000,173.310346,0.900274,0.900940,1.567580,1.566661,4.569980
162287:ApriltagsCameraLog(1):,7,173.310346,173.338000,173.338000,173.338000,173.344969,0.899758,0.900607,1.571493,1.567120,4.569980
162327:ApriltagsCameraLog(1):,7,173.344969,173.406000,173.406000,173.406000,173.515119,0.897085,0.900183,1.572898,1.569307,4.550291
162367:ApriltagsCameraLog(1):,7,173.515119,173.679000,173.679000,173.679000,173.790502,0.898713,0.898634,1.574548,1.571103,4.564988
162387:ApriltagsCameraLog(1):,7,173.790502,173.776000,173.776000,173.776000,173.939792,0.898494,0.898676,1.576134,1.572825,4.564988
162427:ApriltagsCameraLog(1):,7,173.939792,173.995000,173.995000,173.995000,174.151357,0.900249,0.898585,1.576921,1.574480,4.579764
162447:ApriltagsCameraLog(1):,7,174.151357,174.085000,174.085000,174.085000,174.235057,0.900042,0.899417,1.578395,1.575700,4.579764
162487:ApriltagsCameraLog(1):,7,174.235057,174.287000,174.287000,174.287000,174.403397,0.899316,0.899729,1.579174,1.577048,4.574887
162527:ApriltagsCameraLog(1):,7,174.403397,174.420000,174.420000,174.420000,174.645478,0.899004,0.899522,1.581350,1.578111,4.574887
162567:ApriltagsCameraLog(1):,7,174.645478,174.692000,174.692000,174.692000,174.952164,0.898349,0.899263,1.585797,1.579730,4.574887
162587:ApriltagsCameraLog(1):,7,174.952164,174.873000,174.873000,174.873000,175.112269,0.897675,0.898807,1.586225,1.582764,4.570062
162627:ApriltagsCameraLog(1):,7,175.112269,175.218000,175.218000,175.218000,175.315668,0.899132,0.898241,1.589114,1.584494,4.585047
162667:ApriltagsCameraLog(1):,7,175.315668,175.432000,175.432000,175.432000,175.578261,0.898590,0.898688,1.592613,1.586804,4.585047
162707:ApriltagsCameraLog(1):,7,175.578261,175.394000,175.394000,175.394000,175.787462,0.898687,0.898641,1.591992,1.589709,4.585047
162727:ApriltagsCameraLog(1):,7,175.787462,175.719000,175.719000,175.719000,175.805210,0.900565,0.898663,1.599647,1.590850,4.609558
162767:ApriltagsCameraLog(1):,7,175.805210,175.773000,175.773000,175.773000,175.891234,0.900607,0.899615,1.603065,1.595248,4.614358
162787:ApriltagsCameraLog(1):,7,175.891234,175.812000,175.812000,175.812000,175.904869,0.900685,0.900110,1.606237,1.599157,4.619210
162827:ApriltagsCameraLog(1):,7,175.904869,175.705000,175.705000,175.705000,175.944393,0.901364,0.900396,1.609549,1.602697,4.629067
162847:ApriltagsCameraLog(1):,7,175.944393,175.856000,175.856000,175.856000,175.929148,0.901296,0.900875,1.617091,1.606124,4.639127
162887:ApriltagsCameraLog(1):,7,175.929148,175.798000,175.798000,175.798000,175.989901,0.901841,0.901083,1.621206,1.611607,4.649390
162927:ApriltagsCameraLog(1):,7,175.989901,175.904000,175.904000,175.904000,176.136199,0.901696,0.901458,1.625479,1.616407,4.654597
162967:ApriltagsCameraLog(1):,7,176.136199,176.232000,176.232000,176.232000,176.291485,0.903354,0.901574,1.633223,1.620943,4.679477
162987:ApriltagsCameraLog(1):,7,176.291485,176.436000,176.436000,176.436000,176.451824,0.902680,0.902469,1.636574,1.627082,4.679477
163027:ApriltagsCameraLog(1):,7,176.451824,176.535000,176.535000,176.535000,176.747914,0.904884,0.902580,1.638046,1.631828,4.699104
163047:ApriltagsCameraLog(1):,7,176.747914,176.950000,176.950000,176.950000,176.901087,0.903467,0.903732,1.644871,1.634937,4.699104
163087:ApriltagsCameraLog(1):,7,176.901087,177.350000,177.350000,177.350000,177.475990,0.904474,0.903607,1.648785,1.639904,4.713517
163127:ApriltagsCameraLog(1):,7,177.475990,177.621000,177.621000,177.621000,178.059047,0.905830,0.904048,1.648059,1.644343,4.722906
163167:ApriltagsCameraLog(1):,7,178.059047,178.123000,178.123000,178.123000,178.563233,0.908932,0.904940,1.651078,1.646201,4.752256
163187:ApriltagsCameraLog(1):,7,178.563233,178.848000,178.848000,178.848000,178.806057,0.906208,0.906937,1.660505,1.648639,4.747327
163227:ApriltagsCameraLog(1):,7,178.806057,178.935000,178.935000,178.935000,179.280077,0.910960,0.906588,1.661845,1.654573,4.786773
163247:ApriltagsCameraLog(1):,7,179.280077,179.337000,179.337000,179.337000,179.500928,0.911960,0.908774,1.668469,1.658209,4.806500
163287:ApriltagsCameraLog(1):,7,179.500928,179.571000,179.571000,179.571000,179.872393,0.913564,0.910370,1.669788,1.663338,4.821401
163327:ApriltagsCameraLog(1):,7,179.872393,-179.914000,-179.914000,-179.914000,-179.886092,0.914048,0.911965,1.680877,1.666563,4.845963
163347:ApriltagsCameraLog(1):,7,-179.886092,-179.834000,-179.834000,-179.834000,-179.672720,0.916258,0.913017,1.682213,1.673719,4.865700
163387:ApriltagsCameraLog(1):,7,-179.672720,-179.326000,-179.326000,-179.326000,-179.298165,0.914125,0.914638,1.690665,1.677965,4.865700
163427:ApriltagsCameraLog(1):,7,-179.298165,-178.978000,-178.978000,-178.978000,-178.718244,0.915159,0.914392,1.696490,1.684316,4.885439
163467:ApriltagsCameraLog(1):,7,-178.718244,-178.538000,-178.538000,-178.538000,-178.246939,0.915810,0.914784,1.701328,1.690402,4.900400
163487:ApriltagsCameraLog(1):,7,-178.246939,-178.276000,-178.276000,-178.276000,-177.989832,0.917246,0.915303,1.703225,1.695865,4.915438
163527:ApriltagsCameraLog(1):,7,-177.989832,-177.768000,-177.768000,-177.768000,-177.614451,0.917662,0.916276,1.706708,1.699545,4.925942
163547:ApriltagsCameraLog(1):,7,-177.614451,-177.482000,-177.482000,-177.482000,-177.417544,0.918997,0.916973,1.709050,1.703126,4.941191
163587:ApriltagsCameraLog(1):,7,-177.417544,-177.106000,-177.106000,-177.106000,-177.018264,0.919785,0.917987,1.715453,1.706087,4.961002
163627:ApriltagsCameraLog(1):,7,-177.018264,-176.742000,-176.742000,-176.742000,-176.638359,0.920733,0.918892,1.719142,1.710769,4.976340
163667:ApriltagsCameraLog(1):,7,-176.638359,-176.502000,-176.502000,-176.502000,-176.326172,0.922115,0.919818,1.723310,1.714954,4.996167
163687:ApriltagsCameraLog(1):,7,-176.326172,-176.150000,-176.150000,-176.150000,-176.107382,0.925630,0.920970,1.727011,1.719131,5.031435
163727:ApriltagsCameraLog(1):,7,-176.107382,-175.878000,-175.878000,-175.878000,-175.720262,0.927000,0.923307,1.729232,1.723067,5.046947
163767:ApriltagsCameraLog(1):,7,-175.720262,-175.516000,-175.516000,-175.516000,-175.366902,0.925587,0.925157,1.730260,1.726148,5.038424
163787:ApriltagsCameraLog(1):,7,-175.366902,-175.164000,-175.164000,-175.164000,-175.075453,0.926566,0.925375,1.733858,1.728203,5.054127
163827:ApriltagsCameraLog(1):,7,-175.075453,-174.894000,-174.894000,-174.894000,-174.716561,0.927954,0.925975,1.736097,1.731030,5.069901
163867:ApriltagsCameraLog(1):,7,-174.716561,-174.717000,-174.717000,-174.717000,-174.500488,0.930050,0.926967,1.734255,1.733562,5.081738
163891:ApriltagsCameraLog(1):,7,-174.500488,-174.520000,-174.520000,-174.520000,-174.392052,0.929052,0.928508,1.737582,1.733909,5.081738
163927:ApriltagsCameraLog(1):,7,-174.392052,-174.299000,-174.299000,-174.299000,-174.149084,0.930699,0.928780,1.739035,1.735745,5.097713
163967:ApriltagsCameraLog(1):,7,-174.149084,-174.253000,-174.253000,-174.253000,-173.929231,0.933245,0.929740,1.737540,1.737390,5.113759
164007:ApriltagsCameraLog(1):,7,-173.929231,-173.815000,-173.815000,-173.815000,-173.766858,0.930986,0.931492,1.744957,1.737466,5.113759
164027:ApriltagsCameraLog(1):,7,-173.766858,-173.738000,-173.738000,-173.738000,-173.638094,0.930860,0.931244,1.743734,1.741212,5.109916
164047:ApriltagsCameraLog(1):,7,-173.638094,-173.613000,-173.613000,-173.613000,-173.540326,0.932732,0.931052,1.746130,1.742473,5.129875
164087:ApriltagsCameraLog(1):,7,-173.540326,-173.415000,-173.415000,-173.415000,-173.366683,0.931688,0.931892,1.749483,1.744302,5.129875
164127:ApriltagsCameraLog(1):,7,-173.366683,-173.292000,-173.292000,-173.292000,-173.185642,0.931331,0.931792,1.749042,1.746892,5.126090
164167:ApriltagsCameraLog(1):,7,-173.185642,-173.081000,-173.081000,-173.081000,-172.968518,0.930207,0.931561,1.752610,1.747967,5.126090
164187:ApriltagsCameraLog(1):,7,-172.968518,-172.952000,-172.952000,-172.952000,-172.911865,0.929825,0.930886,1.752268,1.750289,5.122355
164227:ApriltagsCameraLog(1):,7,-172.911865,-172.864000,-172.864000,-172.864000,-172.847314,0.929038,0.930356,1.756275,1.751279,5.126090
164267:ApriltagsCameraLog(1):,7,-172.847314,-172.811000,-172.811000,-172.811000,-172.831468,0.928750,0.929698,1.757169,1.753777,5.126090
164287:ApriltagsCameraLog(1):,7,-172.831468,-172.917000,-172.917000,-172.917000,-172.846249,0.929325,0.929224,1.755380,1.755473,5.126090
164327:ApriltagsCameraLog(1):,7,-172.846249,-172.845000,-172.845000,-172.845000,-172.961063,0.926098,0.929275,1.758800,1.755427,5.109916
164367:ApriltagsCameraLog(1):,7,-172.961063,-173.006000,-173.006000,-173.006000,-173.026388,0.926665,0.927687,1.758610,1.757113,5.113759
164387:ApriltagsCameraLog(1):,7,-173.026388,-173.120000,-173.120000,-173.120000,-173.054912,0.926981,0.927176,1.759212,1.757862,5.117651
164427:ApriltagsCameraLog(1):,7,-173.054912,-173.137000,-173.137000,-173.137000,-173.122090,0.924552,0.927078,1.758622,1.758536,5.097713
164467:ApriltagsCameraLog(1):,7,-173.122090,-173.149000,-173.149000,-173.149000,-173.091505,0.926837,0.925815,1.761245,1.758579,5.121592
164487:ApriltagsCameraLog(1):,7,-173.091505,-173.037000,-173.037000,-173.037000,-173.054689,0.926526,0.926326,1.760609,1.759912,5.117651
164527:ApriltagsCameraLog(1):,7,-173.054689,-172.970000,-172.970000,-172.970000,-173.043298,0.928678,0.926426,1.762048,1.760260,5.137591
164567:ApriltagsCameraLog(1):,7,-173.043298,-173.135000,-173.135000,-173.135000,-173.172170,0.932107,0.927553,1.759566,1.761154,5.157533
164587:ApriltagsCameraLog(1):,7,-173.172170,-173.111000,-173.111000,-173.111000,-173.269195,0.931671,0.929830,1.762494,1.760362,5.161455
164627:ApriltagsCameraLog(1):,7,-173.269195,-173.371000,-173.371000,-173.371000,-173.431697,0.935328,0.930751,1.760906,1.761428,5.185350
164667:ApriltagsCameraLog(1):,7,-173.431697,-173.502000,-173.502000,-173.502000,-173.525731,0.938282,0.933039,1.761491,1.761168,5.209276
164687:ApriltagsCameraLog(1):,7,-173.525731,-173.529000,-173.529000,-173.529000,-173.566081,0.940954,0.935661,1.761317,1.761331,5.229194
164727:ApriltagsCameraLog(1):,7,-173.566081,-173.893000,-173.893000,-173.893000,-173.587513,0.947991,0.938308,1.755631,1.761324,5.269037
164767:ApriltagsCameraLog(1):,7,-173.587513,-173.701000,-173.701000,-173.701000,-173.678635,0.951996,0.943156,1.759491,1.758489,5.308888
164787:ApriltagsCameraLog(1):,7,-173.678635,-173.673000,-173.673000,-173.673000,-173.708521,0.957171,0.947576,1.758011,1.758992,5.344814
164827:ApriltagsCameraLog(1):,7,-173.708521,-173.914000,-173.914000,-173.914000,-173.786705,0.960732,0.952373,1.756616,1.758501,5.368678
164867:ApriltagsCameraLog(1):,7,-173.786705,-174.065000,-174.065000,-174.065000,-174.007684,0.966601,0.956554,1.754508,1.757565,5.408548
164887:ApriltagsCameraLog(1):,7,-174.007684,-174.255000,-174.255000,-174.255000,-174.106900,0.972674,0.961580,1.751683,1.756046,5.448425
164927:ApriltagsCameraLog(1):,7,-174.106900,-174.214000,-174.214000,-174.214000,-174.224754,0.974982,0.967131,1.752663,1.753875,5.468366
164967:ApriltagsCameraLog(1):,7,-174.224754,-174.080000,-174.080000,-174.080000,-174.293913,0.979314,0.971057,1.755555,1.753270,5.508254
164987:ApriltagsCameraLog(1):,7,-174.293913,-174.240000,-174.240000,-174.240000,-174.270879,0.985229,0.975187,1.753223,1.754408,5.548149
165027:ApriltagsCameraLog(1):,7,-174.270879,-174.528000,-174.528000,-174.528000,-174.227996,0.994589,0.980208,1.746273,1.753815,5.604190
165067:ApriltagsCameraLog(1):,7,-174.227996,-174.212000,-174.212000,-174.212000,-174.188122,0.995700,0.987406,1.749693,1.750058,5.620395
165087:ApriltagsCameraLog(1):,7,-174.188122,-174.077000,-174.077000,-174.077000,-174.139343,1.000558,0.991553,1.747599,1.749874,5.653000
165127:ApriltagsCameraLog(1):,7,-174.139343,-173.971000,-173.971000,-173.971000,-174.060954,1.007842,0.996054,1.747795,1.748733,5.709409
165167:ApriltagsCameraLog(1):,7,-174.060954,-173.963000,-173.963000,-173.963000,-174.030095,1.013119,1.001948,1.745949,1.748258,5.745908
165187:ApriltagsCameraLog(1):,7,-174.030095,-174.054000,-174.054000,-174.054000,-174.018370,1.018910,1.007533,1.742279,1.747100,5.782491
165227:ApriltagsCameraLog(1):,7,-174.018370,-173.922000,-173.922000,-173.922000,-174.032960,1.023545,1.013222,1.742726,1.744691,5.819156
165267:ApriltagsCameraLog(1):,7,-174.032960,-173.871000,-173.871000,-173.871000,-174.008154,1.026077,1.018383,1.741416,1.743704,5.835855
165287:ApriltagsCameraLog(1):,7,-174.008154,-173.962000,-173.962000,-173.962000,-173.976774,1.031864,1.022228,1.737734,1.742556,5.872671
165327:ApriltagsCameraLog(1):,7,-173.976774,-173.888000,-173.888000,-173.888000,-173.862480,1.034282,1.027046,1.736861,1.740144,5.889502
165347:ApriltagsCameraLog(1):,7,-173.862480,-173.772000,-173.772000,-173.772000,-173.792395,1.039291,1.030663,1.734532,1.738501,5.923345
165387:ApriltagsCameraLog(1):,7,-173.792395,-173.556000,-173.556000,-173.556000,-173.600061,1.041289,1.034976,1.733829,1.736514,5.937331
165427:ApriltagsCameraLog(1):,7,-173.600061,-173.420000,-173.420000,-173.420000,-173.424105,1.046522,1.038131,1.729403,1.735167,5.968761
165467:ApriltagsCameraLog(1):,7,-173.424105,-173.261000,-173.261000,-173.261000,-173.153785,1.048849,1.042323,1.727665,1.732281,5.983274
165487:ApriltagsCameraLog(1):,7,-173.153785,-172.891000,-172.891000,-172.891000,-172.981907,1.052990,1.045584,1.727745,1.729969,6.015505
165527:ApriltagsCameraLog(1):,7,-172.981907,-172.551000,-172.551000,-172.551000,-172.619870,1.055134,1.049285,1.724470,1.728849,6.025598
165567:ApriltagsCameraLog(1):,7,-172.619870,-172.395000,-172.395000,-172.395000,-172.270213,1.060414,1.052203,1.720565,1.726652,6.058910
165587:ApriltagsCameraLog(1):,7,-172.270213,-172.309000,-172.309000,-172.309000,-172.153125,1.063878,1.056305,1.712485,1.723602,6.070366
165627:ApriltagsCameraLog(1):,7,-172.153125,-172.234000,-172.234000,-172.234000,-172.000986,1.069247,1.060090,1.709580,1.718043,6.106711
165647:ApriltagsCameraLog(1):,7,-172.000986,-171.895000,-171.895000,-171.895000,-171.955833,1.070898,1.064672,1.711456,1.713815,6.123041
165687:ApriltagsCameraLog(1):,7,-171.955833,-171.936000,-171.936000,-171.936000,-171.848027,1.074315,1.067784,1.705989,1.712633,6.139569
165727:ApriltagsCameraLog(1):,7,-171.848027,-171.799000,-171.799000,-171.799000,-171.711595,1.076929,1.071050,1.703982,1.709311,6.156292
165747:ApriltagsCameraLog(1):,7,-171.711595,-172.105000,-172.105000,-172.105000,-171.627040,1.086886,1.073989,1.691523,1.706646,6.212129
165787:ApriltagsCameraLog(1):,7,-171.627040,-171.507000,-171.507000,-171.507000,-171.571387,1.085010,1.080460,1.698226,1.699103,6.209081
165827:ApriltagsCameraLog(1):,7,-171.571387,-171.463000,-171.463000,-171.463000,-171.418723,1.090594,1.082734,1.694819,1.698662,6.246756
165867:ApriltagsCameraLog(1):,7,-171.418723,-171.344000,-171.344000,-171.344000,-171.339654,1.095861,1.086663,1.692905,1.696739,6.284634
165887:ApriltagsCameraLog(1):,7,-171.339654,-171.342000,-171.342000,-171.342000,-171.279955,1.101639,1.091261,1.688687,1.694819,6.322713
165927:ApriltagsCameraLog(1):,7,-171.279955,-171.012000,-171.012000,-171.012000,-171.159756,1.103523,1.096450,1.690627,1.691753,6.340699
165967:ApriltagsCameraLog(1):,7,-171.159756,-170.932000,-170.932000,-170.932000,-170.924983,1.108998,1.099986,1.688005,1.691183,6.379166
166007:ApriltagsCameraLog(1):,7,-170.924983,-170.711000,-170.711000,-170.711000,-170.767882,1.114298,1.104489,1.685727,1.689587,6.416928
166027:ApriltagsCameraLog(1):,7,-170.767882,-170.772000,-170.772000,-170.772000,-170.695405,1.120382,1.109390,1.680301,1.687648,6.455871
166067:ApriltagsCameraLog(1):,7,-170.695405,-170.690000,-170.690000,-170.690000,-170.653537,1.125880,1.114886,1.677767,1.683974,6.495003
166087:ApriltagsCameraLog(1):,7,-170.653537,-170.862000,-170.862000,-170.862000,-170.682531,1.134498,1.120383,1.672974,1.680870,6.555257
166127:ApriltagsCameraLog(1):,7,-170.682531,-170.826000,-170.826000,-170.826000,-170.780256,1.139370,1.127446,1.674521,1.676934,6.595877
166167:ApriltagsCameraLog(1):,7,-170.780256,-170.956000,-170.956000,-170.956000,-170.904440,1.144903,1.133409,1.672647,1.675732,6.636496
166187:ApriltagsCameraLog(1):,7,-170.904440,-170.932000,-170.932000,-170.932000,-171.005990,1.151932,1.139158,1.676852,1.674197,6.698086
166227:ApriltagsCameraLog(1):,7,-171.005990,-171.023000,-171.023000,-171.023000,-171.151078,1.156919,1.145544,1.678263,1.675526,6.739403
166247:ApriltagsCameraLog(1):,7,-171.151078,-171.361000,-171.361000,-171.361000,-171.210809,1.165803,1.151232,1.672354,1.676895,6.800325
166287:ApriltagsCameraLog(1):,7,-171.210809,-171.448000,-171.448000,-171.448000,-171.348653,1.170792,1.158521,1.673793,1.674637,6.841674
166327:ApriltagsCameraLog(1):,7,-171.348653,-172.301000,-172.301000,-172.301000,-171.470440,1.184121,1.164657,1.657132,1.674223,6.922898
166367:ApriltagsCameraLog(1):,7,-171.470440,-171.370000,-171.370000,-171.370000,-171.626630,1.183036,1.174449,1.677344,1.665746,6.943204
166391:ApriltagsCameraLog(1):,7,-171.626630,-171.407000,-171.407000,-171.407000,-171.659987,1.190720,1.178752,1.677694,1.671538,7.004123
166427:ApriltagsCameraLog(1):,7,-171.659987,-171.510000,-171.510000,-171.510000,-171.837563,1.195409,1.184740,1.681259,1.674608,7.046298
166467:ApriltagsCameraLog(1):,7,-171.837563,-171.795000,-171.795000,-171.795000,-172.049721,1.203745,1.190078,1.678722,1.677928,7.108046
166487:ApriltagsCameraLog(1):,7,-172.049721,-172.060000,-172.060000,-172.060000,-172.108152,1.209490,1.196912,1.676193,1.678324,7.149524
166527:ApriltagsCameraLog(1):,7,-172.108152,-172.217000,-172.217000,-172.217000,-172.225680,1.214461,1.203201,1.678495,1.677262,7.191989
166567:ApriltagsCameraLog(1):,7,-172.225680,-172.541000,-172.541000,-172.541000,-172.266339,1.220795,1.208831,1.672068,1.677882,7.232582
166587:ApriltagsCameraLog(1):,7,-172.266339,-171.955000,-171.955000,-171.955000,-172.293831,1.223444,1.214820,1.685642,1.674989,7.273176
166627:ApriltagsCameraLog(1):,7,-172.293831,-172.296000,-172.296000,-172.296000,-172.322211,1.230224,1.219146,1.676294,1.680304,7.312830
166667:ApriltagsCameraLog(1):,7,-172.322211,-172.220000,-172.220000,-172.220000,-172.496757,1.234607,1.224686,1.681180,1.678300,7.354365
166687:ApriltagsCameraLog(1):,7,-172.496757,-172.484000,-172.484000,-172.484000,-172.534457,1.240382,1.229647,1.678496,1.679736,7.395934
166727:ApriltagsCameraLog(1):,7,-172.534457,-172.746000,-172.746000,-172.746000,-172.570298,1.248992,1.235015,1.673610,1.679118,7.456821
166767:ApriltagsCameraLog(1):,7,-172.570298,-173.174000,-173.174000,-173.174000,-172.583676,1.255400,1.242007,1.667115,1.676375,7.498416
166787:ApriltagsCameraLog(1):,7,-172.583676,-172.478000,-172.478000,-172.478000,-172.661786,1.255466,1.248724,1.680625,1.671774,7.517710
166827:ApriltagsCameraLog(1):,7,-172.661786,-172.991000,-172.991000,-172.991000,-172.691383,1.265080,1.252101,1.669964,1.676195,7.578599
166867:ApriltagsCameraLog(1):,7,-172.691383,-173.067000,-173.067000,-173.067000,-172.781205,1.267591,1.258599,1.671063,1.673096,7.599889
166887:ApriltagsCameraLog(1):,7,-172.781205,-175.000000,-172.781205,-175.000000,-172.850426,1.281571,1.263098,1.679488,1.672091,15.443318
166927:ApriltagsCameraLog(1):,7,-172.850426,-173.521000,-173.521000,-173.521000,-173.063798,1.281955,1.272267,1.662143,1.675955,7.701364
166947:ApriltagsCameraLog(1):,7,-173.063798,-173.045000,-173.045000,-173.045000,-173.204991,1.279804,1.277139,1.675623,1.669069,7.702386
167007:ApriltagsCameraLog(1):,7,-173.204991,-173.277000,-173.277000,-173.277000,-173.546661,1.285174,1.278473,1.675925,1.672345,7.745125
167027:ApriltagsCameraLog(1):,7,-173.546661,-173.682000,-173.682000,-173.682000,-173.699558,1.291258,1.281823,1.672174,1.674136,7.788001
167067:ApriltagsCameraLog(1):,7,-173.699558,-173.414000,-173.414000,-173.414000,-174.036463,1.294648,1.286542,1.684018,1.673163,7.831012
167107:ApriltagsCameraLog(1):,7,-174.036463,-173.945000,-173.945000,-173.945000,-174.223629,1.301315,1.290608,1.677244,1.678582,7.874156
167127:ApriltagsCameraLog(1):,7,-174.223629,-174.300000,-174.300000,-174.300000,-174.323220,1.309801,1.295961,1.674753,1.677913,7.937705
167167:ApriltagsCameraLog(1):,7,-174.323220,-174.444000,-174.444000,-174.444000,-174.482272,1.314937,1.302883,1.676912,1.676342,7.981107
167207:ApriltagsCameraLog(1):,7,-174.482272,-174.487000,-174.487000,-174.487000,-174.635269,1.319922,1.308910,1.678913,1.676632,8.023121
167227:ApriltagsCameraLog(1):,7,-174.635269,-174.422000,-174.422000,-174.422000,-174.706569,1.324219,1.314416,1.686003,1.677773,8.066711
