147791:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust
154187:ApriltagsCameraLog(1):,7,164.429554,164.596000,164.596000,164.596000,164.454935,1.411439,1.420615,1.170217,1.170387,8.803972
154227:ApriltagsCameraLog(1):,7,164.454935,164.306000,164.306000,164.306000,164.481109,1.404448,1.416027,1.161813,1.170308,8.761834
154267:ApriltagsCameraLog(1):,7,164.481109,164.502000,164.502000,164.502000,164.404195,1.401606,1.410243,1.162533,1.166053,8.738413
154307:ApriltagsCameraLog(1):,7,164.404195,164.509000,164.509000,164.509000,164.248180,1.396066,1.405924,1.161618,1.164294,8.696356
154327:ApriltagsCameraLog(1):,7,164.248180,164.131000,164.131000,164.131000,164.127288,1.387525,1.400994,1.156689,1.162959,8.637111
154367:ApriltagsCameraLog(1):,7,164.127288,164.043000,164.043000,164.043000,163.878941,1.385336,1.394264,1.157640,1.159815,8.618432
154407:ApriltagsCameraLog(1):,7,163.878941,163.713000,163.713000,163.713000,163.492917,1.379489,1.389800,1.153309,1.158725,8.579541
154427:ApriltagsCameraLog(1):,7,163.492917,163.943000,163.943000,163.943000,163.142309,1.380318,1.384649,1.167027,1.156009,8.564377
154467:ApriltagsCameraLog(1):,7,163.142309,163.406000,163.406000,163.406000,162.728975,1.371792,1.382499,1.160790,1.161524,8.507233
154507:ApriltagsCameraLog(1):,7,162.728975,162.618000,162.618000,162.618000,162.245274,1.365168,1.377145,1.150217,1.161168,8.472429
154527:ApriltagsCameraLog(1):,7,162.245274,162.088000,162.088000,162.088000,161.964975,1.358248,1.371164,1.149260,1.155683,8.419852
154567:ApriltagsCameraLog(1):,7,161.964975,161.613000,161.613000,161.613000,161.403002,1.353325,1.364714,1.146528,1.152457,8.385905
154587:ApriltagsCameraLog(1):,7,161.403002,161.492000,161.492000,161.492000,161.091785,1.353506,1.359026,1.154031,1.149479,8.374857
154627:ApriltagsCameraLog(1):,7,161.091785,161.271000,161.271000,161.271000,160.737674,1.348416,1.356267,1.160734,1.151756,8.324088
154667:ApriltagsCameraLog(1):,7,160.737674,160.617000,160.617000,160.617000,160.312269,1.339570,1.352350,1.152248,1.156252,8.268730
154707:ApriltagsCameraLog(1):,7,160.312269,160.159000,160.159000,160.159000,159.918970,1.334988,1.345962,1.150137,1.154244,8.236421
154727:ApriltagsCameraLog(1):,7,159.918970,159.945000,159.945000,159.945000,159.757590,1.328458,1.340478,1.152395,1.152182,8.181553
154767:ApriltagsCameraLog(1):,7,159.757590,159.843000,159.843000,159.843000,159.500991,1.324040,1.334468,1.154098,1.152286,8.144139
154787:ApriltagsCameraLog(1):,7,159.500991,159.488000,159.488000,159.488000,159.362584,1.315070,1.329255,1.148334,1.153196,8.083786
154827:ApriltagsCameraLog(1):,7,159.362584,159.646000,159.646000,159.646000,159.246851,1.311122,1.322164,1.153833,1.150762,8.043554
154867:ApriltagsCameraLog(1):,7,159.246851,159.506000,159.506000,159.506000,159.281920,1.304757,1.316647,1.149937,1.152311,8.000455
154887:ApriltagsCameraLog(1):,7,159.281920,159.608000,159.608000,159.608000,159.346927,1.298750,1.310700,1.149336,1.151134,7.954566
154927:ApriltagsCameraLog(1):,7,159.346927,159.550000,159.550000,159.550000,159.550829,1.291915,1.304723,1.144998,1.150249,7.908788
154967:ApriltagsCameraLog(1):,7,159.550829,159.550000,159.550000,159.550000,159.756226,1.282112,1.298316,1.140521,1.147631,7.840328
154987:ApriltagsCameraLog(1):,7,159.756226,159.851000,159.851000,159.851000,159.883798,1.278689,1.290215,1.141182,1.144074,7.812449
155027:ApriltagsCameraLog(1):,7,159.883798,160.066000,160.066000,160.066000,160.217217,1.271583,1.284450,1.138306,1.142634,7.762307
155067:ApriltagsCameraLog(1):,7,160.217217,160.288000,160.288000,160.288000,160.629632,1.266946,1.278015,1.134675,1.140475,7.732898
155107:ApriltagsCameraLog(1):,7,160.629632,160.456000,160.456000,160.456000,161.044140,1.256423,1.272479,1.129084,1.137577,7.661567
155127:ApriltagsCameraLog(1):,7,161.044140,160.925000,160.925000,160.925000,161.199635,1.252421,1.264455,1.128518,1.133322,7.631550
155167:ApriltagsCameraLog(1):,7,161.199635,161.196000,161.196000,161.196000,161.530720,1.246642,1.258438,1.129050,1.130921,7.585642
155187:ApriltagsCameraLog(1):,7,161.530720,161.363000,161.363000,161.363000,161.618947,1.240311,1.252540,1.127199,1.129985,7.540043
155227:ApriltagsCameraLog(1):,7,161.618947,161.323000,161.323000,161.323000,161.773028,1.233649,1.246427,1.123121,1.128585,7.496312
155267:ApriltagsCameraLog(1):,7,161.773028,161.719000,161.719000,161.719000,161.925832,1.231047,1.240045,1.125479,1.125837,7.471500
155287:ApriltagsCameraLog(1):,7,161.925832,161.561000,161.561000,161.561000,161.963255,1.221323,1.235546,1.119572,1.125658,7.407842
155327:ApriltagsCameraLog(1):,7,161.963255,161.609000,161.609000,161.609000,162.092846,1.214371,1.228442,1.114999,1.122596,7.363294
155367:ApriltagsCameraLog(1):,7,162.092846,162.032000,162.032000,162.032000,162.170536,1.210380,1.221417,1.120989,1.118778,7.320254
155407:ApriltagsCameraLog(1):,7,162.170536,162.331000,162.331000,162.331000,162.227828,1.208095,1.215898,1.123439,1.119883,7.297644
155427:ApriltagsCameraLog(1):,7,162.227828,162.047000,162.047000,162.047000,162.268698,1.197668,1.211999,1.114782,1.121666,7.234600
155467:ApriltagsCameraLog(1):,7,162.268698,162.435000,162.435000,162.435000,162.225661,1.197459,1.204838,1.123925,1.118214,7.214307
155487:ApriltagsCameraLog(1):,7,162.225661,161.948000,161.948000,161.948000,162.198711,1.184232,1.201153,1.114168,1.121075,7.132098
155527:ApriltagsCameraLog(1):,7,162.198711,161.950000,161.950000,161.950000,161.951118,1.179413,1.192700,1.115785,1.117602,7.091509
155567:ApriltagsCameraLog(1):,7,161.951118,161.453000,161.453000,161.453000,161.492442,1.170897,1.186058,1.112476,1.116686,7.032767
155587:ApriltagsCameraLog(1):,7,161.492442,161.199000,161.199000,161.199000,161.244250,1.163831,1.178485,1.114385,1.114554,6.974217
155627:ApriltagsCameraLog(1):,7,161.244250,161.193000,161.193000,161.193000,160.788478,1.163849,1.171158,1.122291,1.114453,6.957728
155667:ApriltagsCameraLog(1):,7,160.788478,160.653000,160.653000,160.653000,160.476084,1.158478,1.167505,1.119850,1.118374,6.921358
155707:ApriltagsCameraLog(1):,7,160.476084,160.255000,160.255000,160.255000,160.048715,1.151588,1.162991,1.121292,1.119107,6.865140
155727:ApriltagsCameraLog(1):,7,160.048715,160.089000,160.089000,160.089000,159.846139,1.147596,1.157287,1.124353,1.120189,6.827903
155767:ApriltagsCameraLog(1):,7,159.846139,159.792000,159.792000,159.792000,159.520884,1.145285,1.152441,1.123856,1.122269,6.811104
155787:ApriltagsCameraLog(1):,7,159.520884,159.486000,159.486000,159.486000,159.365778,1.137303,1.148863,1.122590,1.123062,6.752176
155827:ApriltagsCameraLog(1):,7,159.365778,159.158000,159.158000,159.158000,159.086519,1.131589,1.143083,1.120047,1.122822,6.713550
155867:ApriltagsCameraLog(1):,7,159.086519,159.042000,159.042000,159.042000,158.848042,1.130373,1.137338,1.123332,1.121429,6.697149
155907:ApriltagsCameraLog(1):,7,158.848042,158.769000,158.769000,158.769000,158.585373,1.122640,1.133855,1.122896,1.122380,6.638467
155927:ApriltagsCameraLog(1):,7,158.585373,158.792000,158.792000,158.792000,158.471055,1.121320,1.128247,1.126648,1.122633,6.620286
155967:ApriltagsCameraLog(1):,7,158.471055,158.755000,158.755000,158.755000,158.332175,1.118747,1.124786,1.126820,1.124645,6.600071
155987:ApriltagsCameraLog(1):,7,158.332175,158.508000,158.508000,158.508000,158.297283,1.113565,1.121769,1.126061,1.125739,6.561737
156027:ApriltagsCameraLog(1):,7,158.297283,158.243000,158.243000,158.243000,158.192719,1.107356,1.117667,1.122620,1.125903,6.521319
156067:ApriltagsCameraLog(1):,7,158.192719,158.376000,158.376000,158.376000,158.067704,1.106677,1.112512,1.128578,1.124260,6.503262
156087:ApriltagsCameraLog(1):,7,158.067704,157.850000,157.850000,157.850000,158.043199,1.099012,1.109598,1.119997,1.126423,6.462855
156127:ApriltagsCameraLog(1):,7,158.043199,158.014000,158.014000,158.014000,157.988199,1.095229,1.104311,1.125155,1.123200,6.422451
156167:ApriltagsCameraLog(1):,7,157.988199,158.047000,158.047000,158.047000,158.059519,1.089753,1.099770,1.125351,1.124178,6.379871
156207:ApriltagsCameraLog(1):,7,158.059519,158.011000,158.011000,158.011000,158.207173,1.086245,1.094762,1.123238,1.124766,6.357526
156227:ApriltagsCameraLog(1):,7,158.207173,158.262000,158.262000,158.262000,158.291577,1.082466,1.090504,1.122029,1.124001,6.331146
156267:ApriltagsCameraLog(1):,7,158.291577,158.383000,158.383000,158.383000,158.476366,1.076553,1.086484,1.121545,1.123018,6.286791
156287:ApriltagsCameraLog(1):,7,158.476366,158.363000,158.363000,158.363000,158.536403,1.073142,1.081518,1.119732,1.122285,6.264667
156327:ApriltagsCameraLog(1):,7,158.536403,158.407000,158.407000,158.407000,158.553546,1.067733,1.077331,1.120093,1.121005,6.222343
156367:ApriltagsCameraLog(1):,7,158.553546,158.504000,158.504000,158.504000,158.505747,1.064989,1.072532,1.120533,1.120544,6.200289
156407:ApriltagsCameraLog(1):,7,158.505747,158.741000,158.741000,158.741000,158.381407,1.064879,1.068761,1.128387,1.120538,6.181870
156427:ApriltagsCameraLog(1):,7,158.381407,158.413000,158.413000,158.413000,158.313933,1.058320,1.066827,1.123947,1.124466,6.141398
156467:ApriltagsCameraLog(1):,7,158.313933,158.289000,158.289000,158.289000,158.098761,1.056201,1.062574,1.124874,1.124205,6.123041
156507:ApriltagsCameraLog(1):,7,158.098761,157.888000,157.888000,157.888000,157.866619,1.051134,1.059387,1.123842,1.124539,6.086489
156547:ApriltagsCameraLog(1):,7,157.866619,157.904000,157.904000,157.904000,157.572946,1.050781,1.055261,1.129808,1.124183,6.070366
156567:ApriltagsCameraLog(1):,7,157.572946,157.541000,157.541000,157.541000,157.433661,1.045033,1.053022,1.127204,1.126996,6.032069
156607:ApriltagsCameraLog(1):,7,157.433661,157.276000,157.276000,157.276000,157.011454,1.040825,1.049027,1.128846,1.127095,5.996066
156627:ApriltagsCameraLog(1):,7,157.011454,157.019000,157.019000,157.019000,156.617090,1.037691,1.044925,1.133008,1.127965,5.962659
156667:ApriltagsCameraLog(1):,7,156.617090,156.556000,156.556000,156.556000,156.041853,1.032180,1.041306,1.136678,1.130484,5.912140
156707:ApriltagsCameraLog(1):,7,156.041853,156.243000,156.243000,156.243000,155.677245,1.029919,1.036742,1.142182,1.133580,5.882625
156747:ApriltagsCameraLog(1):,7,155.677245,155.649000,155.649000,155.649000,155.336969,1.023961,1.033335,1.143524,1.137884,5.833845
156767:ApriltagsCameraLog(1):,7,155.336969,155.495000,155.495000,155.495000,155.179414,1.018318,1.028646,1.148453,1.140700,5.779670
156807:ApriltagsCameraLog(1):,7,155.179414,155.318000,155.318000,155.318000,155.002745,1.014900,1.023483,1.151928,1.144577,5.745838
156847:ApriltagsCameraLog(1):,7,155.002745,155.250000,155.250000,155.250000,154.936569,1.009758,1.019194,1.158482,1.148256,5.692206
156871:ApriltagsCameraLog(1):,7,154.936569,155.186000,155.186000,155.186000,154.934278,1.005891,1.014483,1.161749,1.153375,5.655481
156907:ApriltagsCameraLog(1):,7,154.934278,155.156000,155.156000,155.156000,154.903310,0.998827,1.010193,1.164404,1.157569,5.595379
156927:ApriltagsCameraLog(1):,7,154.903310,155.367000,155.367000,155.367000,154.901161,0.996298,1.004515,1.172651,1.160994,5.558769
156967:ApriltagsCameraLog(1):,7,154.901161,155.027000,155.027000,155.027000,154.894639,0.988823,1.000424,1.172037,1.166835,5.502234
156987:ApriltagsCameraLog(1):,7,154.894639,155.076000,155.076000,155.076000,154.864461,0.987824,0.994625,1.176289,1.169439,5.485804
157027:ApriltagsCameraLog(1):,7,154.864461,154.928000,154.928000,154.928000,154.759059,0.981299,0.991229,1.179170,1.172868,5.429465
157067:ApriltagsCameraLog(1):,7,154.759059,154.941000,154.941000,154.941000,154.678382,0.978909,0.986265,1.186155,1.176021,5.396976
157087:ApriltagsCameraLog(1):,7,154.678382,154.940000,154.940000,154.940000,154.625601,0.976455,0.982594,1.192891,1.181093,5.364755
157127:ApriltagsCameraLog(1):,7,154.625601,154.919000,154.919000,154.919000,154.529600,0.972838,0.979534,1.196973,1.186997,5.328816
157167:ApriltagsCameraLog(1):,7,154.529600,154.600000,154.600000,154.600000,154.433906,0.969027,0.976196,1.198116,1.191991,5.297028
157187:ApriltagsCameraLog(1):,7,154.433906,154.471000,154.471000,154.471000,154.378605,0.967167,0.972612,1.204914,1.195054,5.269736
157227:ApriltagsCameraLog(1):,7,154.378605,154.312000,154.312000,154.312000,154.270423,0.964118,0.969890,1.208906,1.199985,5.238622
157267:ApriltagsCameraLog(1):,7,154.270423,154.504000,154.504000,154.504000,154.133382,0.964801,0.967003,1.217944,1.204444,5.227613
157287:ApriltagsCameraLog(1):,7,154.133382,154.408000,154.408000,154.408000,154.072501,0.963127,0.965914,1.225331,1.211196,5.201652
157327:ApriltagsCameraLog(1):,7,154.072501,154.740000,154.740000,154.740000,153.787089,0.965342,0.964532,1.239111,1.218266,5.196012
157367:ApriltagsCameraLog(1):,7,153.787089,153.951000,153.951000,153.951000,153.626015,0.961184,0.964988,1.234390,1.228686,5.171163
157387:ApriltagsCameraLog(1):,7,153.626015,153.833000,153.833000,153.833000,153.504925,0.957268,0.963087,1.242532,1.231539,5.127234
157427:ApriltagsCameraLog(1):,7,153.504925,153.583000,153.583000,153.583000,153.330887,0.957487,0.960184,1.246145,1.237039,5.123219
157467:ApriltagsCameraLog(1):,7,153.330887,153.507000,153.507000,153.507000,153.153971,0.958347,0.958838,1.252777,1.241593,5.119711
157507:ApriltagsCameraLog(1):,7,153.153971,153.094000,153.094000,153.094000,153.051428,0.956964,0.958599,1.251279,1.247185,5.111138
157527:ApriltagsCameraLog(1):,7,153.051428,153.584000,153.584000,153.584000,152.972703,0.958576,0.957780,1.265476,1.249232,5.102811
157567:ApriltagsCameraLog(1):,7,152.972703,153.339000,153.339000,153.339000,152.967432,0.958936,0.958209,1.263486,1.257352,5.108490
157607:ApriltagsCameraLog(1):,7,152.967432,153.330000,153.330000,153.330000,152.963527,0.961187,0.958578,1.267869,1.260418,5.119991
157627:ApriltagsCameraLog(1):,7,152.963527,153.278000,153.278000,153.278000,153.053277,0.962167,0.959891,1.269231,1.264141,5.125811
157667:ApriltagsCameraLog(1):,7,153.053277,153.233000,153.233000,153.233000,153.304258,0.959761,0.961034,1.269589,1.266683,5.106351
157687:ApriltagsCameraLog(1):,7,153.304258,153.643000,153.643000,153.643000,153.456979,0.962144,0.960399,1.273330,1.268137,5.119991
157727:ApriltagsCameraLog(1):,7,153.456979,153.734000,153.734000,153.734000,153.874499,0.962417,0.961278,1.274919,1.270731,5.119991
157767:ApriltagsCameraLog(1):,7,153.874499,153.856000,153.856000,153.856000,154.158355,0.961659,0.961850,1.274770,1.272825,5.114217
157787:ApriltagsCameraLog(1):,7,154.158355,154.203000,154.203000,154.203000,154.351428,0.962752,0.961754,1.275149,1.273797,5.122329
157827:ApriltagsCameraLog(1):,7,154.351428,154.275000,154.275000,154.275000,154.734262,0.960761,0.962254,1.271830,1.274473,5.111138
157867:ApriltagsCameraLog(1):,7,154.734262,154.939000,154.939000,154.939000,155.018201,0.961634,0.961509,1.281116,1.273150,5.105613
157887:ApriltagsCameraLog(1):,7,155.018201,155.229000,155.229000,155.229000,155.176002,0.961390,0.961578,1.283872,1.277133,5.100135
157927:ApriltagsCameraLog(1):,7,155.176002,154.977000,154.977000,154.977000,155.381247,0.959594,0.961489,1.277176,1.280503,5.094704
157967:ApriltagsCameraLog(1):,7,155.381247,155.273000,155.273000,155.273000,155.397644,0.959389,0.960545,1.280026,1.278838,5.089321
157987:ApriltagsCameraLog(1):,7,155.397644,155.119000,155.119000,155.119000,155.467028,0.957871,0.959967,1.275041,1.279431,5.083985
158027:ApriltagsCameraLog(1):,7,155.467028,155.550000,155.550000,155.550000,155.633959,0.960388,0.958923,1.279174,1.277234,5.098325
158067:ApriltagsCameraLog(1):,7,155.633959,155.422000,155.422000,155.422000,155.818314,0.955591,0.959656,1.273381,1.278204,5.068264
158091:ApriltagsCameraLog(1):,7,155.818314,155.569000,155.569000,155.569000,155.751020,0.954979,0.957628,1.273618,1.275789,5.063119
158127:ApriltagsCameraLog(1):,7,155.751020,155.602000,155.602000,155.602000,155.580009,0.955078,0.956305,1.274190,1.274702,5.063119
158167:ApriltagsCameraLog(1):,7,155.580009,155.291000,155.291000,155.291000,155.423432,0.951825,0.955692,1.269863,1.274445,5.043457
158207:ApriltagsCameraLog(1):,7,155.423432,155.295000,155.295000,155.295000,155.228353,0.948284,0.953763,1.274363,1.272151,5.009324
158227:ApriltagsCameraLog(1):,7,155.228353,155.134000,155.134000,155.134000,155.099241,0.948866,0.951023,1.273897,1.273255,5.014555
158267:ApriltagsCameraLog(1):,7,155.099241,154.911000,154.911000,154.911000,154.848085,0.946967,0.949944,1.273434,1.273575,5.000220
158287:ApriltagsCameraLog(1):,7,154.848085,154.777000,154.777000,154.777000,154.630239,0.948726,0.948455,1.275726,1.273503,5.010948
158327:ApriltagsCameraLog(1):,7,154.630239,154.493000,154.493000,154.493000,154.216058,0.947766,0.948590,1.276516,1.274615,5.002310
158367:ApriltagsCameraLog(1):,7,154.216058,154.326000,154.326000,154.326000,153.766052,0.948280,0.948177,1.281611,1.275565,4.999575
158387:ApriltagsCameraLog(1):,7,153.766052,153.691000,153.691000,153.691000,153.526045,0.946375,0.948232,1.276369,1.278588,4.991545
158427:ApriltagsCameraLog(1):,7,153.526045,153.325000,153.325000,153.325000,152.737330,0.944155,0.947305,1.279173,1.277477,4.970255
158467:ApriltagsCameraLog(1):,7,152.737330,153.079000,153.079000,153.079000,152.215466,0.943501,0.945729,1.286317,1.278325,4.955736
158507:ApriltagsCameraLog(1):,7,152.215466,152.354000,152.354000,152.354000,151.644827,0.941619,0.944625,1.285266,1.282323,4.942231
158527:ApriltagsCameraLog(1):,7,151.644827,152.048000,152.048000,152.048000,151.388137,0.941023,0.943122,1.291392,1.283795,4.929744
158567:ApriltagsCameraLog(1):,7,151.388137,151.632000,151.632000,151.632000,151.052686,0.937820,0.942078,1.291171,1.287595,4.904711
158587:ApriltagsCameraLog(1):,7,151.052686,142.672000,151.052686,142.672000,150.968134,0.945334,0.939952,1.282068,1.289386,9.951437
158627:ApriltagsCameraLog(1):,,,,,,150.084525,,0.942885,,1.285913,,
158647:ApriltagsCameraLog(1):,,,,,,150.044525,,0.942885,,1.285913,,
158686:ApriltagsCameraLog(1):,,,,,,149.964525,,0.942885,,1.285913,,
158726:ApriltagsCameraLog(1):,,,,,,149.934525,,0.942885,,1.285913,,
158766:ApriltagsCameraLog(1):,,,,,,149.914525,,0.942885,,1.285913,,
158786:ApriltagsCameraLog(1):,,,,,,149.964525,,0.942885,,1.285913,,
158827:ApriltagsCameraLog(1):,,,,,,150.094525,,0.942885,,1.285913,,
158867:ApriltagsCameraLog(1):,,,,,,150.204525,,0.942885,,1.285913,,
158886:ApriltagsCameraLog(1):,,,,,,150.294525,,0.942885,,1.285913,,
158927:ApriltagsCameraLog(1):,7,150.968134,140.715000,150.968134,140.715000,150.354525,0.947312,0.942885,1.279385,1.285913,9.989753
158967:ApriltagsCameraLog(1):,7,150.354525,140.218000,150.354525,140.218000,149.461209,0.948937,0.945343,1.269792,1.282823,10.041624
158987:ApriltagsCameraLog(1):,7,149.461209,139.899000,149.461209,139.899000,148.652274,0.946074,0.947616,1.254425,1.276450,10.041624
159027:ApriltagsCameraLog(1):,7,148.652274,141.453000,148.652274,141.453000,147.931921,0.941953,0.947609,1.238380,1.265400,10.028080
159067:ApriltagsCameraLog(1):,7,147.931921,145.865000,147.931921,145.865000,147.419144,0.930658,0.945472,1.231469,1.251757,9.874841
159087:ApriltagsCameraLog(1):,7,147.419144,146.367000,146.367000,146.367000,147.302669,0.922330,0.938185,1.206500,1.241526,4.918280
159127:ApriltagsCameraLog(1):,7,147.302669,151.709000,147.302669,151.709000,147.219724,0.928246,0.930372,1.220843,1.223961,9.874841
159167:ApriltagsCameraLog(1):,7,147.219724,151.720000,147.219724,151.720000,148.058146,0.927920,0.929254,1.219445,1.222441,9.874841
159187:ApriltagsCameraLog(1):,7,148.058146,152.139000,148.058146,152.139000,148.873495,0.926565,0.928539,1.221483,1.220965,9.846309
159227:ApriltagsCameraLog(1):,7,148.873495,152.968000,148.873495,152.968000,150.444490,0.928303,0.927560,1.218248,1.221254,9.885190
159267:ApriltagsCameraLog(1):,7,150.444490,153.305000,150.444490,153.305000,152.132689,0.927321,0.927889,1.222437,1.219741,9.854645
159287:ApriltagsCameraLog(1):,7,152.132689,154.672000,152.132689,154.672000,153.005982,0.928474,0.927632,1.230638,1.221095,9.843599
159327:ApriltagsCameraLog(1):,7,153.005982,155.855000,153.005982,155.855000,154.290269,0.928097,0.928149,1.227246,1.225857,9.849591
159347:ApriltagsCameraLog(1):,7,154.290269,156.695000,154.290269,156.695000,154.936060,0.929531,0.928136,1.236412,1.226552,9.840314
159387:ApriltagsCameraLog(1):,7,154.936060,157.397000,154.936060,157.397000,155.847063,0.927525,0.928918,1.238128,1.231469,9.803152
159427:ApriltagsCameraLog(1):,7,155.847063,157.913000,155.847063,157.913000,156.683392,0.927586,0.928275,1.246554,1.234809,9.776322
159467:ApriltagsCameraLog(1):,7,156.683392,158.246000,158.246000,158.246000,157.408347,0.932254,0.928013,1.280072,1.240686,4.875195
159487:ApriltagsCameraLog(1):,7,157.408347,158.654000,158.654000,158.654000,157.926237,0.931560,0.930333,1.282254,1.260357,4.866802
159527:ApriltagsCameraLog(1):,7,157.926237,159.213000,159.213000,159.213000,158.666363,0.933681,0.931030,1.286072,1.271301,4.878524
159567:ApriltagsCameraLog(1):,7,158.666363,159.696000,159.696000,159.696000,159.370325,0.932349,0.932411,1.287123,1.278676,4.866644
159587:ApriltagsCameraLog(1):,7,159.370325,159.744000,159.744000,159.744000,159.726179,0.928340,0.932406,1.284049,1.282900,4.839014
159627:ApriltagsCameraLog(1):,7,159.726179,160.607000,160.607000,160.607000,160.180781,0.932218,0.930374,1.295385,1.283479,4.855220
159667:ApriltagsCameraLog(1):,7,160.180781,160.538000,160.538000,160.538000,160.731642,0.931190,0.931329,1.291821,1.289427,4.851513
159687:ApriltagsCameraLog(1):,7,160.731642,160.856000,160.856000,160.856000,161.012034,0.931197,0.931262,1.294804,1.290624,4.847858
159727:ApriltagsCameraLog(1):,7,161.012034,161.207000,161.207000,161.207000,161.539560,0.928062,0.931232,1.296754,1.292714,4.820688
159767:ApriltagsCameraLog(1):,7,161.539560,161.937000,161.937000,161.937000,162.065441,0.930722,0.929648,1.303458,1.294735,4.833745
159787:ApriltagsCameraLog(1):,7,162.065441,162.534000,162.534000,162.534000,162.462989,0.931390,0.930198,1.311138,1.299095,4.830344
159827:ApriltagsCameraLog(1):,7,162.462989,162.582000,162.582000,162.582000,162.846177,0.928318,0.930815,1.310287,1.305114,4.806949
159867:ApriltagsCameraLog(1):,7,162.846177,162.591000,162.591000,162.591000,163.227180,0.925916,0.929567,1.311198,1.307700,4.786905
159887:ApriltagsCameraLog(1):,7,163.227180,162.986000,162.986000,162.986000,163.394639,0.926078,0.927738,1.315419,1.309446,4.783590
159927:ApriltagsCameraLog(1):,7,163.394639,163.407000,163.407000,163.407000,163.721792,0.924575,0.926905,1.323232,1.312432,4.763539
159967:ApriltagsCameraLog(1):,7,163.721792,163.621000,163.621000,163.621000,163.938011,0.923306,0.925739,1.329982,1.317832,4.746821
159987:ApriltagsCameraLog(1):,7,163.938011,163.910000,163.910000,163.910000,164.051130,0.924581,0.924518,1.337273,1.323906,4.750205
160027:ApriltagsCameraLog(1):,7,164.051130,164.191000,164.191000,164.191000,164.335281,0.922658,0.924551,1.342688,1.330589,4.730174
160067:ApriltagsCameraLog(1):,7,164.335281,164.375000,164.375000,164.375000,164.622160,0.921222,0.923609,1.348904,1.336639,4.713597
160087:ApriltagsCameraLog(1):,7,164.622160,164.606000,164.606000,164.606000,164.766157,0.919830,0.922416,1.355895,1.342772,4.697093
160127:ApriltagsCameraLog(1):,7,164.766157,164.710000,164.710000,164.710000,165.080606,0.917541,0.921124,1.358304,1.349334,4.677084
160167:ApriltagsCameraLog(1):,7,165.080606,164.777000,164.777000,164.777000,165.330947,0.917643,0.919329,1.359422,1.353817,4.677084
160187:ApriltagsCameraLog(1):,7,165.330947,165.120000,165.120000,165.120000,165.442163,0.918143,0.918481,1.365145,1.356618,4.677084
160227:ApriltagsCameraLog(1):,7,165.442163,165.033000,165.033000,165.033000,165.736546,0.915566,0.918309,1.364349,1.360881,4.657078
160267:ApriltagsCameraLog(1):,7,165.736546,165.506000,165.506000,165.506000,165.979024,0.913746,0.916932,1.372860,1.362611,4.637073
160287:ApriltagsCameraLog(1):,7,165.979024,165.628000,165.628000,165.628000,166.133297,0.913899,0.915334,1.374887,1.367734,4.637073
160327:ApriltagsCameraLog(1):,7,166.133297,165.901000,165.901000,165.901000,166.425525,0.911763,0.914609,1.380043,1.371309,4.617069
160367:ApriltagsCameraLog(1):,7,166.425525,166.306000,166.306000,166.306000,166.704129,0.909736,0.913179,1.387360,1.375673,4.597068
160387:ApriltagsCameraLog(1):,7,166.704129,166.250000,166.250000,166.250000,166.871778,0.907211,0.911454,1.387037,1.381516,4.577068
160427:ApriltagsCameraLog(1):,7,166.871778,166.487000,166.487000,166.487000,167.142606,0.905569,0.909325,1.394011,1.384270,4.560702
160467:ApriltagsCameraLog(1):,7,167.142606,166.687000,166.687000,166.687000,167.366678,0.903273,0.907434,1.397890,1.389136,4.540715
160487:ApriltagsCameraLog(1):,7,167.366678,166.997000,166.997000,166.997000,167.437882,0.901043,0.905342,1.403556,1.393507,4.520730
160527:ApriltagsCameraLog(1):,7,167.437882,167.208000,167.208000,167.208000,167.672257,0.901755,0.903183,1.409491,1.398528,4.524435
160567:ApriltagsCameraLog(1):,7,167.672257,167.320000,167.320000,167.320000,167.945646,0.899903,0.902461,1.414364,1.404008,4.508229
160587:ApriltagsCameraLog(1):,7,167.945646,167.284000,167.284000,167.284000,168.070338,0.897406,0.901171,1.414334,1.409184,4.488267
160627:ApriltagsCameraLog(1):,7,168.070338,168.000000,168.000000,168.000000,168.361521,0.895769,0.899278,1.429039,1.411751,4.472149
160667:ApriltagsCameraLog(1):,7,168.361521,168.119000,168.119000,168.119000,168.786309,0.895802,0.897522,1.430979,1.420395,4.472149
160687:ApriltagsCameraLog(1):,7,168.786309,168.259000,168.259000,168.259000,168.944769,0.893348,0.896653,1.433778,1.425686,4.452202
160727:ApriltagsCameraLog(1):,7,168.944769,168.374000,168.374000,168.374000,169.181080,0.893370,0.894989,1.435647,1.429727,4.452202
160767:ApriltagsCameraLog(1):,7,169.181080,168.298000,168.298000,168.298000,169.290556,0.891384,0.894168,1.437414,1.432684,4.436172
160807:ApriltagsCameraLog(1):,7,169.290556,168.497000,168.497000,168.497000,169.307890,0.891914,0.892763,1.443132,1.435041,4.440141
160827:ApriltagsCameraLog(1):,7,169.307890,168.473000,168.473000,168.473000,169.247532,0.892420,0.892321,1.445231,1.439085,4.444164
160867:ApriltagsCameraLog(1):,7,169.247532,168.396000,168.396000,168.396000,169.156549,0.890952,0.892356,1.449467,1.442158,4.432479
160887:ApriltagsCameraLog(1):,7,169.156549,168.503000,168.503000,168.503000,169.042531,0.891956,0.891635,1.456180,1.445809,4.440918
