95284:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust
95496:ApriltagsCameraLog(1):,7,153.357944,153.204000,153.204000,153.204000,153.340387,1.496024,1.496704,5.137290,5.139308,9.704918
95536:ApriltagsCameraLog(1):,7,153.340387,153.463000,153.463000,153.463000,153.317647,1.497864,1.496365,5.144229,5.138299,9.704918
95576:ApriltagsCameraLog(1):,7,153.317647,153.330000,153.330000,153.330000,153.330291,1.496923,1.497118,5.140664,5.141263,9.704918
95596:ApriltagsCameraLog(1):,7,153.330291,153.520000,153.520000,153.520000,153.329890,1.500539,1.497021,5.144624,5.140964,9.724808
95636:ApriltagsCameraLog(1):,7,153.329890,153.892000,153.892000,153.892000,153.337616,1.503124,1.498782,5.154623,5.142791,9.724808
95676:ApriltagsCameraLog(1):,7,153.337616,153.501000,153.501000,153.501000,153.388375,1.498132,1.500979,5.145248,5.148698,9.704918
95696:ApriltagsCameraLog(1):,7,153.388375,153.655000,153.655000,153.655000,153.388523,1.501484,1.499554,5.148251,5.146974,9.724808
95735:ApriltagsCameraLog(1):,7,153.388523,153.618000,153.618000,153.618000,153.422437,1.501226,1.500520,5.147257,5.147610,9.724808
95756:ApriltagsCameraLog(1):,7,153.422437,153.514000,153.514000,153.514000,153.431511,1.500496,1.500873,5.144463,5.147433,9.724808
95795:ApriltagsCameraLog(1):,7,153.431511,153.557000,153.557000,153.557000,153.438270,1.500799,1.500684,5.145618,5.145948,9.724808
95836:ApriltagsCameraLog(1):,7,153.438270,153.329000,153.329000,153.329000,153.449340,1.496916,1.500741,5.140638,5.145783,9.704918
95856:ApriltagsCameraLog(1):,7,153.449340,153.701000,153.701000,153.701000,153.438099,1.501805,1.498831,5.149487,5.143209,9.724808
95896:ApriltagsCameraLog(1):,7,153.438099,153.202000,153.202000,153.202000,153.462612,1.493742,1.500324,5.138381,5.146345,9.685029
95936:ApriltagsCameraLog(1):,7,153.462612,153.674000,153.674000,153.674000,153.438222,1.501617,1.497042,5.148761,5.142356,9.724808
95956:ApriltagsCameraLog(1):,7,153.438222,153.104000,153.104000,153.104000,153.460206,1.495305,1.499335,5.134613,5.145555,9.704918
95996:ApriltagsCameraLog(1):,7,153.460206,153.407000,153.407000,153.407000,153.426931,1.497469,1.497336,5.142728,5.140078,9.704918
96036:ApriltagsCameraLog(1):,7,153.426931,152.966000,152.966000,152.966000,153.425069,1.492043,1.497402,5.132075,5.141403,9.685029
96056:ApriltagsCameraLog(1):,7,153.425069,153.399000,153.399000,153.399000,153.382105,1.497412,1.494739,5.142513,5.136729,9.704918
96096:ApriltagsCameraLog(1):,7,153.382105,153.305000,153.305000,153.305000,153.393684,1.496745,1.496076,5.139995,5.139621,9.704918
96135:ApriltagsCameraLog(1):,7,153.393684,154.023000,154.023000,154.023000,153.366147,1.506303,1.496411,5.157035,5.139808,9.744700
96155:ApriltagsCameraLog(1):,7,153.366147,153.214000,153.214000,153.214000,153.395418,1.493828,1.501400,5.138702,5.148397,9.685029
96195:ApriltagsCameraLog(1):,7,153.395418,153.371000,153.371000,153.371000,153.284883,1.498353,1.497623,5.144034,5.143543,9.709093
96235:ApriltagsCameraLog(1):,7,153.284883,153.353000,153.353000,153.353000,153.205267,1.494824,1.497988,5.148099,5.143788,9.673550
96255:ApriltagsCameraLog(1):,7,153.205267,152.788000,152.788000,152.788000,153.191145,1.486290,1.496407,5.135326,5.145945,9.633805
96295:ApriltagsCameraLog(1):,7,153.191145,153.513000,153.513000,153.513000,153.180083,1.493661,1.491367,5.153515,5.140618,9.653677
96335:ApriltagsCameraLog(1):,7,153.180083,153.277000,153.277000,153.277000,153.223960,1.487487,1.492533,5.149493,5.147063,9.613935
96355:ApriltagsCameraLog(1):,7,153.223960,152.985000,152.985000,152.985000,153.280088,1.479757,1.490010,5.141768,5.148279,9.569946
96395:ApriltagsCameraLog(1):,7,153.280088,153.219000,153.219000,153.219000,153.327752,1.475723,1.484890,5.147992,5.145014,9.525967
96436:ApriltagsCameraLog(1):,7,153.327752,153.255000,153.255000,153.255000,153.392930,1.473706,1.480306,5.150086,5.146501,9.506091
96475:ApriltagsCameraLog(1):,7,153.392930,153.722000,153.722000,153.722000,153.436607,1.471219,1.477005,5.162393,5.148292,9.462119
96495:ApriltagsCameraLog(1):,7,153.436607,153.087000,153.087000,153.087000,153.490386,1.456645,1.474132,5.148023,5.155350,9.378393
96535:ApriltagsCameraLog(1):,7,153.490386,153.112000,153.112000,153.112000,153.465757,1.451139,1.465398,5.148707,5.151662,9.334434
96555:ApriltagsCameraLog(1):,7,153.465757,153.409000,153.409000,153.409000,153.452784,1.450917,1.458273,5.157569,5.150166,9.314550
96595:ApriltagsCameraLog(1):,7,153.452784,153.857000,153.857000,153.857000,153.460479,1.447083,1.454594,5.172581,5.153867,9.254908
96635:ApriltagsCameraLog(1):,7,153.460479,153.690000,153.690000,153.690000,153.460120,1.438026,1.450868,5.169355,5.163236,9.191062
96656:ApriltagsCameraLog(1):,7,153.460120,153.702000,153.702000,153.702000,153.478899,1.433551,1.444452,5.171914,5.166305,9.151302
96695:ApriltagsCameraLog(1):,7,153.478899,153.661000,153.661000,153.661000,153.469547,1.424177,1.439006,5.175369,5.169119,9.071801
96735:ApriltagsCameraLog(1):,7,153.469547,153.548000,153.548000,153.548000,153.486074,1.418891,1.431596,5.174749,5.172254,9.032059
96755:ApriltagsCameraLog(1):,7,153.486074,153.485000,153.485000,153.485000,153.462147,1.410527,1.425244,5.174276,5.173504,8.968198
96796:ApriltagsCameraLog(1):,7,153.462147,153.823000,153.823000,153.823000,153.421430,1.408147,1.417886,5.185069,5.173890,8.928457
96835:ApriltagsCameraLog(1):,7,153.421430,154.229000,154.229000,154.229000,153.368351,1.406107,1.413032,5.197535,5.179494,8.888722
96855:ApriltagsCameraLog(1):,7,153.368351,153.494000,153.494000,153.494000,153.416081,1.393536,1.409624,5.185845,5.188535,8.813588
96895:ApriltagsCameraLog(1):,7,153.416081,153.453000,153.453000,153.453000,153.399333,1.387596,1.401579,5.184819,5.187192,8.769554
96936:ApriltagsCameraLog(1):,7,153.399333,153.186000,153.186000,153.186000,153.403035,1.377943,1.394588,5.179350,5.186008,8.705672
96955:ApriltagsCameraLog(1):,7,153.403035,153.153000,153.153000,153.153000,153.370571,1.370932,1.386271,5.181976,5.182665,8.646102
96995:ApriltagsCameraLog(1):,7,153.370571,153.718000,153.718000,153.718000,153.316979,1.372194,1.378602,5.197012,5.182306,8.626248
97035:ApriltagsCameraLog(1):,7,153.316979,152.817000,152.817000,152.817000,153.356560,1.356304,1.375420,5.177261,5.189669,8.542505
97055:ApriltagsCameraLog(1):,7,153.356560,153.178000,153.178000,153.178000,153.280122,1.352932,1.365888,5.186080,5.183425,8.498475
97096:ApriltagsCameraLog(1):,7,153.280122,153.123000,153.123000,153.123000,153.227265,1.345787,1.359409,5.188189,5.184746,8.438909
97135:ApriltagsCameraLog(1):,7,153.227265,153.273000,153.273000,153.273000,153.192511,1.339918,1.352596,5.195241,5.186460,8.379357
97155:ApriltagsCameraLog(1):,7,153.192511,153.279000,153.279000,153.279000,153.178747,1.332007,1.346259,5.196542,5.190853,8.315461
97196:ApriltagsCameraLog(1):,7,153.178747,152.669000,152.669000,152.669000,153.177362,1.321419,1.339135,5.185474,5.193702,8.255917
97215:ApriltagsCameraLog(1):,7,153.177362,153.098000,153.098000,153.098000,153.121629,1.319564,1.330294,5.197962,5.189553,8.216229
97255:ApriltagsCameraLog(1):,7,153.121629,153.314000,153.314000,153.314000,153.139065,1.312925,1.324928,5.204236,5.193757,8.152324
97295:ApriltagsCameraLog(1):,7,153.139065,153.388000,153.388000,153.388000,153.159763,1.308826,1.318934,5.208256,5.199005,8.112638
97335:ApriltagsCameraLog(1):,7,153.159763,153.329000,153.329000,153.329000,153.174260,1.299396,1.313888,5.211430,5.203639,8.033286
97355:ApriltagsCameraLog(1):,7,153.174260,152.863000,152.863000,152.863000,153.180062,1.288676,1.306646,5.201778,5.207543,7.969369
97395:ApriltagsCameraLog(1):,7,153.180062,153.237000,153.237000,153.237000,153.153598,1.285247,1.297669,5.216146,5.204638,7.914312
97415:ApriltagsCameraLog(1):,7,153.153598,153.143000,153.143000,153.143000,153.153795,1.279021,1.291462,5.214004,5.210396,7.870207
97455:ApriltagsCameraLog(1):,7,153.153795,152.994000,152.994000,152.994000,153.151451,1.269096,1.285241,5.215193,5.212199,7.790909
97495:ApriltagsCameraLog(1):,7,153.151451,153.166000,153.166000,153.166000,153.133540,1.265556,1.277167,5.221412,5.213686,7.751271
97535:ApriltagsCameraLog(1):,7,153.133540,153.189000,153.189000,153.189000,153.167249,1.258886,1.271363,5.225372,5.217551,7.691829
97555:ApriltagsCameraLog(1):,7,153.167249,153.304000,153.304000,153.304000,153.183203,1.253851,1.265126,5.227989,5.221464,7.647694
97595:ApriltagsCameraLog(1):,7,153.183203,153.406000,153.406000,153.406000,153.239889,1.249876,1.259492,5.232564,5.224733,7.608066
97635:ApriltagsCameraLog(1):,7,153.239889,153.503000,153.503000,153.503000,153.303252,1.244729,1.254690,5.234738,5.228656,7.563932
97655:ApriltagsCameraLog(1):,7,153.303252,153.431000,153.431000,153.431000,153.361481,1.239791,1.249715,5.235398,5.231706,7.524303
97695:ApriltagsCameraLog(1):,7,153.361481,153.388000,153.388000,153.388000,153.414739,1.232743,1.244755,5.237853,5.233557,7.464873
97735:ApriltagsCameraLog(1):,7,153.414739,153.801000,153.801000,153.801000,153.435715,1.233823,1.238749,5.244742,5.235705,7.460355
97755:ApriltagsCameraLog(1):,7,153.435715,153.209000,153.209000,153.209000,153.481492,1.223821,1.236300,5.235051,5.240231,7.400917
97795:ApriltagsCameraLog(1):,7,153.481492,153.156000,153.156000,153.156000,153.438520,1.220118,1.230066,5.232765,5.237628,7.376593
97816:ApriltagsCameraLog(1):,7,153.438520,153.442000,153.442000,153.442000,153.403599,1.218267,1.225098,5.243593,5.235185,7.341497
97856:ApriltagsCameraLog(1):,7,153.403599,153.242000,153.242000,153.242000,153.408083,1.211518,1.221684,5.239228,5.239390,7.297344
97895:ApriltagsCameraLog(1):,7,153.408083,153.595000,153.595000,153.595000,153.458066,1.211121,1.216601,5.248062,5.239302,7.277536
97935:ApriltagsCameraLog(1):,7,153.458066,153.245000,153.245000,153.245000,153.602341,1.203586,1.213867,5.240456,5.243687,7.233389
97955:ApriltagsCameraLog(1):,7,153.602341,153.602000,153.602000,153.602000,153.634000,1.199798,1.208730,5.248182,5.242062,7.189254
97995:ApriltagsCameraLog(1):,7,153.634000,153.258000,153.258000,153.258000,153.871266,1.192297,1.204265,5.240773,5.245124,7.145130
98035:ApriltagsCameraLog(1):,7,153.871266,154.182000,154.182000,154.182000,154.042001,1.192590,1.198288,5.257187,5.242930,7.116416
98056:ApriltagsCameraLog(1):,7,154.042001,153.955000,153.955000,153.955000,154.208080,1.184634,1.195459,5.249980,5.250067,7.067975
98096:ApriltagsCameraLog(1):,7,154.208080,153.975000,153.975000,153.975000,154.437721,1.175662,1.190047,5.249185,5.250020,6.999768
98135:ApriltagsCameraLog(1):,7,154.437721,154.592000,154.592000,154.592000,154.536130,1.175424,1.182855,5.261069,5.249589,6.975625
98156:ApriltagsCameraLog(1):,7,154.536130,154.790000,154.790000,154.790000,154.580563,1.170730,1.179148,5.265130,5.255334,6.931632
98195:ApriltagsCameraLog(1):,7,154.580563,154.312000,154.312000,154.312000,154.623461,1.160361,1.174949,5.256069,5.260240,6.867777
98235:ApriltagsCameraLog(1):,7,154.623461,154.433000,154.433000,154.433000,154.604891,1.154101,1.167660,5.261889,5.258138,6.808158
98256:ApriltagsCameraLog(1):,7,154.604891,154.717000,154.717000,154.717000,154.585438,1.148613,1.160878,5.271056,5.260005,6.748556
98295:ApriltagsCameraLog(1):,7,154.585438,154.543000,154.543000,154.543000,154.613579,1.140887,1.154752,5.270729,5.265537,6.688971
98336:ApriltagsCameraLog(1):,7,154.613579,154.726000,154.726000,154.726000,154.605440,1.137172,1.147818,5.276665,5.268130,6.649257
98355:ApriltagsCameraLog(1):,7,154.605440,154.067000,154.067000,154.067000,154.631201,1.123728,1.142499,5.265324,5.272402,6.565515
98395:ApriltagsCameraLog(1):,7,154.631201,154.537000,154.537000,154.537000,154.617947,1.119127,1.133128,5.278140,5.268824,6.505955
98435:ApriltagsCameraLog(1):,7,154.617947,154.668000,154.668000,154.668000,154.734357,1.115149,1.126127,5.282960,5.273481,6.466258
98456:ApriltagsCameraLog(1):,7,154.734357,155.018000,155.018000,155.018000,154.821944,1.108766,1.120640,5.290926,5.278223,6.402360
98495:ApriltagsCameraLog(1):,7,154.821944,155.220000,155.220000,155.220000,154.993492,1.103987,1.114717,5.294794,5.284588,6.358320
98515:ApriltagsCameraLog(1):,7,154.993492,155.184000,155.184000,155.184000,155.080855,1.095846,1.109366,5.294969,5.289705,6.294435
98555:ApriltagsCameraLog(1):,7,155.080855,154.778000,154.778000,154.778000,155.181712,1.083752,1.102609,5.288972,5.292345,6.210695
98595:ApriltagsCameraLog(1):,7,155.181712,155.076000,155.076000,155.076000,155.203005,1.077102,1.093185,5.295718,5.290634,6.146817
98635:ApriltagsCameraLog(1):,7,155.203005,155.152000,155.152000,155.152000,155.344749,1.070521,1.085142,5.300400,5.293172,6.087239
98655:ApriltagsCameraLog(1):,7,155.344749,155.380000,155.380000,155.380000,155.379987,1.063512,1.077831,5.305679,5.296784,6.023356
98695:ApriltagsCameraLog(1):,7,155.379987,155.515000,155.515000,155.515000,155.500810,1.056092,1.070674,5.309121,5.301235,5.959479
98735:ApriltagsCameraLog(1):,7,155.500810,155.864000,155.864000,155.864000,155.667505,1.049533,1.063386,5.316589,5.305185,5.895608
98755:ApriltagsCameraLog(1):,7,155.667505,155.559000,155.559000,155.559000,155.759277,1.041350,1.056475,5.313955,5.310905,5.836018
98796:ApriltagsCameraLog(1):,7,155.759277,155.409000,155.409000,155.409000,155.841755,1.032748,1.048911,5.311991,5.312423,5.772142
98835:ApriltagsCameraLog(1):,7,155.841755,155.857000,155.857000,155.857000,155.870847,1.026567,1.040830,5.321170,5.312186,5.708271
98855:ApriltagsCameraLog(1):,7,155.870847,155.884000,155.884000,155.884000,155.911603,1.018681,1.033701,5.322467,5.316682,5.644406
98901:ApriltagsCameraLog(1):,7,155.911603,155.916000,155.916000,155.916000,155.975350,1.011850,1.026191,5.326167,5.319576,5.584805
98935:ApriltagsCameraLog(1):,7,155.975350,155.692000,155.692000,155.692000,156.014234,1.002985,1.019020,5.322886,5.322871,5.520935
98955:ApriltagsCameraLog(1):,7,156.014234,155.966000,155.966000,155.966000,155.981413,0.994770,1.011003,5.332005,5.322862,5.441482
98995:ApriltagsCameraLog(1):,7,155.981413,155.925000,155.925000,155.925000,155.912668,0.987658,1.002887,5.334374,5.327434,5.381915
99015:ApriltagsCameraLog(1):,7,155.912668,156.029000,156.029000,156.029000,155.874886,0.981081,0.995271,5.339332,5.330901,5.322369
99055:ApriltagsCameraLog(1):,7,155.874886,155.953000,155.953000,155.953000,155.833805,0.973845,0.988180,5.341086,5.335123,5.262843
99095:ApriltagsCameraLog(1):,7,155.833805,155.893000,155.893000,155.893000,155.785891,0.966672,0.981014,5.343138,5.338108,5.203338
99135:ApriltagsCameraLog(1):,7,155.785891,155.608000,155.608000,155.608000,155.704453,0.956389,0.973844,5.342339,5.340626,5.124032
99155:ApriltagsCameraLog(1):,7,155.704453,155.849000,155.849000,155.849000,155.633272,0.951330,0.965115,5.351959,5.341470,5.069108
99196:ApriltagsCameraLog(1):,7,155.633272,155.401000,155.401000,155.401000,155.559260,0.942840,0.958229,5.347401,5.346722,5.009711
99235:ApriltagsCameraLog(1):,7,155.559260,155.484000,155.484000,155.484000,155.427951,0.938507,0.950534,5.350930,5.347048,4.970126
99255:ApriltagsCameraLog(1):,7,155.427951,155.413000,155.413000,155.413000,155.371008,0.932390,0.944520,5.355200,5.348987,4.915438
99295:ApriltagsCameraLog(1):,7,155.371008,155.132000,155.132000,155.132000,155.286611,0.924520,0.938455,5.353647,5.352092,4.856140
99335:ApriltagsCameraLog(1):,7,155.286611,155.293000,155.293000,155.293000,155.177915,0.919201,0.931486,5.361845,5.352858,4.801659
99355:ApriltagsCameraLog(1):,7,155.177915,155.444000,155.444000,155.444000,155.144652,0.915068,0.925345,5.366480,5.357353,4.762183
99395:ApriltagsCameraLog(1):,7,155.144652,155.093000,155.093000,155.093000,155.147057,0.904724,0.920214,5.364923,5.361926,4.683267
99436:ApriltagsCameraLog(1):,7,155.147057,155.554000,155.554000,155.554000,155.081563,0.902592,0.912468,5.376929,5.363419,4.648769
99455:ApriltagsCameraLog(1):,7,155.081563,155.035000,155.035000,155.035000,155.136081,0.893025,0.907550,5.369329,5.370189,4.584693
99495:ApriltagsCameraLog(1):,7,155.136081,154.656000,154.656000,154.656000,155.142610,0.884937,0.900288,5.366435,5.369752,4.525587
99535:ApriltagsCameraLog(1):,7,155.142610,155.081000,155.081000,155.081000,155.159974,0.881650,0.892618,5.375427,5.368069,4.486199
99556:ApriltagsCameraLog(1):,7,155.159974,155.388000,155.388000,155.388000,155.224627,0.877942,0.887135,5.382474,5.371749,4.446825
99595:ApriltagsCameraLog(1):,7,155.224627,155.517000,155.517000,155.517000,155.491757,0.871584,0.882548,5.382019,5.377120,4.397425
99635:ApriltagsCameraLog(1):,7,155.491757,155.707000,155.707000,155.707000,155.793488,0.868769,0.877070,5.383766,5.379578,4.372769
99655:ApriltagsCameraLog(1):,7,155.793488,155.718000,155.718000,155.718000,155.979133,0.865440,0.872922,5.382669,5.381678,4.348142
99695:ApriltagsCameraLog(1):,7,155.979133,155.773000,155.773000,155.773000,156.340507,0.861198,0.869181,5.379946,5.382172,4.318723
99736:ApriltagsCameraLog(1):,7,156.340507,156.136000,156.136000,156.136000,156.478108,0.861216,0.865191,5.383324,5.381053,4.313954
99755:ApriltagsCameraLog(1):,7,156.478108,156.302000,156.302000,156.302000,156.604095,0.858342,0.863202,5.384626,5.382187,4.289469
99795:ApriltagsCameraLog(1):,7,156.604095,156.738000,156.738000,156.738000,156.820067,0.859886,0.860771,5.385782,5.383404,4.299968
99815:ApriltagsCameraLog(1):,7,156.820067,156.845000,156.845000,156.845000,156.924583,0.859188,0.860329,5.385124,5.384593,4.295414
99855:ApriltagsCameraLog(1):,7,156.924583,157.018000,157.018000,157.018000,157.127494,0.858684,0.859759,5.385495,5.384859,4.290913
99895:ApriltagsCameraLog(1):,7,157.127494,157.017000,157.017000,157.017000,157.347040,0.855351,0.859221,5.384133,5.385177,4.266634
99936:ApriltagsCameraLog(1):,7,157.347040,157.003000,157.003000,157.003000,157.660450,0.853326,0.857286,5.379239,5.384653,4.257878
99956:ApriltagsCameraLog(1):,7,157.660450,157.178000,157.178000,157.178000,157.803212,0.852852,0.855312,5.379621,5.381942,4.253581
99995:ApriltagsCameraLog(1):,7,157.803212,157.913000,157.913000,157.913000,158.231309,0.853026,0.854084,5.386356,5.380778,4.245152
100035:ApriltagsCameraLog(1):,7,158.231309,158.530000,158.530000,158.530000,159.005272,0.850995,0.853558,5.386507,5.383568,4.228949
100055:ApriltagsCameraLog(1):,7,159.005272,158.444000,158.444000,158.444000,159.235271,0.845590,0.852280,5.379019,5.385040,4.197408
100095:ApriltagsCameraLog(1):,7,159.235271,159.544000,159.544000,159.544000,159.850951,0.846005,0.848943,5.388875,5.382020,4.186298
100141:ApriltagsCameraLog(1):,7,159.850951,159.609000,159.609000,159.609000,160.615141,0.842645,0.847481,5.380355,5.385451,4.172265
100155:ApriltagsCameraLog(1):,7,160.615141,159.938000,159.938000,159.938000,160.903106,0.837721,0.845068,5.376743,5.382898,4.139057
100195:ApriltagsCameraLog(1):,7,160.903106,160.759000,160.759000,160.759000,161.445521,0.837572,0.841404,5.382115,5.379809,4.129768
100236:ApriltagsCameraLog(1):,7,161.445521,161.311000,161.311000,161.311000,162.025438,0.836687,0.839488,5.383341,5.380961,4.120989
100255:ApriltagsCameraLog(1):,7,162.025438,161.818000,161.818000,161.818000,162.272464,0.836523,0.838087,5.386262,5.382150,4.115421
100296:ApriltagsCameraLog(1):,7,162.272464,162.219000,162.219000,162.219000,162.867030,0.832887,0.837305,5.385907,5.384206,4.087337
100335:ApriltagsCameraLog(1):,7,162.867030,162.499000,162.499000,162.499000,163.236974,0.832141,0.835095,5.385320,5.385055,4.082325
100355:ApriltagsCameraLog(1):,7,163.236974,162.784000,162.784000,162.784000,163.415590,0.829009,0.833618,5.385550,5.385184,4.057358
100396:ApriltagsCameraLog(1):,7,163.415590,163.271000,163.271000,163.271000,163.793866,0.828895,0.831313,5.388061,5.385363,4.052793
100435:ApriltagsCameraLog(1):,7,163.793866,163.631000,163.631000,163.631000,164.129252,0.826729,0.830103,5.391791,5.386711,4.030393
100455:ApriltagsCameraLog(1):,7,164.129252,163.971000,163.971000,163.971000,164.298329,0.826938,0.828414,5.394484,5.389250,4.028249
100495:ApriltagsCameraLog(1):,7,164.298329,164.080000,164.080000,164.080000,164.646928,0.824089,0.827675,5.394384,5.391867,4.005948
100515:ApriltagsCameraLog(1):,7,164.646928,163.871000,163.871000,163.871000,164.760198,0.820378,0.825880,5.389506,5.393122,3.983694
100556:ApriltagsCameraLog(1):,7,164.760198,164.432000,164.432000,164.432000,164.849299,0.819441,0.823138,5.398601,5.391301,3.963474
100596:ApriltagsCameraLog(1):,7,164.849299,164.965000,164.965000,164.965000,164.939475,0.818339,0.821283,5.407243,5.394947,3.943254
100635:ApriltagsCameraLog(1):,7,164.939475,165.050000,165.050000,165.050000,165.020229,0.816748,0.819817,5.411623,5.401097,3.925093
100655:ApriltagsCameraLog(1):,7,165.020229,165.069000,165.069000,165.069000,165.057949,0.814993,0.818286,5.415015,5.406361,3.907003
100695:ApriltagsCameraLog(1):,7,165.057949,165.091000,165.091000,165.091000,165.024277,0.813897,0.816640,5.420905,5.410688,3.891233
100736:ApriltagsCameraLog(1):,7,165.024277,165.117000,165.117000,165.117000,165.010047,0.809697,0.815270,5.425052,5.415797,3.853170
100775:ApriltagsCameraLog(1):,7,165.010047,165.547000,165.547000,165.547000,165.116727,0.811229,0.812486,5.433877,5.420426,3.855550
100795:ApriltagsCameraLog(1):,7,165.116727,165.186000,165.186000,165.186000,165.342024,0.808688,0.811881,5.431633,5.427154,3.837820
100836:ApriltagsCameraLog(1):,7,165.342024,164.935000,164.935000,164.935000,165.586153,0.803265,0.810285,5.429245,5.429394,3.797484
100855:ApriltagsCameraLog(1):,7,165.586153,165.308000,165.308000,165.308000,165.704203,0.803375,0.806775,5.432268,5.429310,3.795024
100895:ApriltagsCameraLog(1):,7,165.704203,165.681000,165.681000,165.681000,166.155798,0.802853,0.805074,5.432826,5.430787,3.790282
100936:ApriltagsCameraLog(1):,7,166.155798,166.038000,166.038000,166.038000,166.519056,0.800476,0.803963,5.436216,5.431807,3.767807
100955:ApriltagsCameraLog(1):,7,166.519056,166.142000,166.142000,166.142000,166.765411,0.799461,0.802219,5.432806,5.434011,3.763413
100995:ApriltagsCameraLog(1):,7,166.765411,166.751000,166.751000,166.751000,167.211273,0.799472,0.800841,5.436770,5.433406,3.759260
101036:ApriltagsCameraLog(1):,7,167.211273,167.202000,167.202000,167.202000,167.703527,0.796718,0.800157,5.438976,5.435088,3.735119
101056:ApriltagsCameraLog(1):,7,167.703527,167.486000,167.486000,167.486000,167.971652,0.796147,0.798438,5.438155,5.437032,3.731439
101080:ApriltagsCameraLog(1):,7,167.971652,167.877000,167.877000,167.877000,168.171436,0.796343,0.797292,5.441368,5.437593,3.729691
101136:ApriltagsCameraLog(1):,7,168.171436,168.231000,168.231000,168.231000,168.749883,0.793980,0.796816,5.444557,5.439480,3.707751
101156:ApriltagsCameraLog(1):,7,168.749883,168.944000,168.944000,168.944000,168.948438,0.796720,0.795397,5.449446,5.442018,3.724811
101196:ApriltagsCameraLog(1):,7,168.948438,168.760000,168.760000,168.760000,169.437343,0.793413,0.796067,5.444770,5.445731,3.703040
101235:ApriltagsCameraLog(1):,7,169.437343,169.480000,169.480000,169.480000,170.026564,0.796213,0.794741,5.449768,5.445248,3.720481
101256:ApriltagsCameraLog(1):,7,170.026564,169.665000,169.665000,169.665000,170.378221,0.798113,0.795479,5.447009,5.447507,3.738183
101296:ApriltagsCameraLog(1):,7,170.378221,170.590000,170.590000,170.590000,171.110055,0.798386,0.796796,5.453005,5.447260,3.734781
101336:ApriltagsCameraLog(1):,7,171.110055,170.689000,170.689000,170.689000,171.953234,0.799411,0.797595,5.444013,5.450131,3.751406
101356:ApriltagsCameraLog(1):,7,171.953234,171.852000,171.852000,171.852000,172.322788,0.804936,0.798511,5.450256,5.447075,3.789340
101395:ApriltagsCameraLog(1):,7,172.322788,171.975000,171.975000,171.975000,173.152295,0.805885,0.801726,5.439136,5.448661,3.807682
101436:ApriltagsCameraLog(1):,7,173.152295,172.833000,172.833000,172.833000,173.848945,0.808988,0.803820,5.443909,5.443905,3.827547
101455:ApriltagsCameraLog(1):,7,173.848945,173.341000,173.341000,173.341000,174.177885,0.813744,0.806404,5.440742,5.443909,3.868427
101496:ApriltagsCameraLog(1):,7,174.177885,173.610000,173.610000,173.610000,174.843990,0.815631,0.810077,5.434363,5.442333,3.889945
