95284:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust
101516:ApriltagsCameraLog(1):,7,174.843990,174.152000,174.152000,174.152000,175.067528,0.820685,0.812870,5.431820,5.438359,3.932720
101556:ApriltagsCameraLog(1):,7,175.067528,174.995000,174.995000,174.995000,175.585044,0.826474,0.816789,5.433903,5.435103,3.976418
101596:ApriltagsCameraLog(1):,7,175.585044,175.244000,175.244000,175.244000,176.092127,0.828860,0.821632,5.429857,5.434507,3.999639
101636:ApriltagsCameraLog(1):,7,176.092127,175.927000,175.927000,175.927000,176.390096,0.834731,0.825252,5.432238,5.432191,4.043654
101656:ApriltagsCameraLog(1):,7,176.390096,176.229000,176.229000,176.229000,176.731552,0.839896,0.829992,5.428903,5.432216,4.088153
101695:ApriltagsCameraLog(1):,7,176.731552,176.601000,176.601000,176.601000,177.145154,0.842885,0.834944,5.429384,5.430560,4.111328
101735:ApriltagsCameraLog(1):,7,177.145154,176.893000,176.893000,176.893000,177.464701,0.848274,0.838915,5.428527,5.429977,4.154974
101755:ApriltagsCameraLog(1):,7,177.464701,177.637000,177.637000,177.637000,177.581878,0.851973,0.843596,5.432329,5.429258,4.180321
101795:ApriltagsCameraLog(1):,7,177.581878,177.977000,177.977000,177.977000,177.929524,0.857630,0.847787,5.434895,5.430784,4.222606
101836:ApriltagsCameraLog(1):,7,177.929524,177.411000,177.411000,177.411000,178.241461,0.858778,0.852713,5.420862,5.432828,4.246605
101855:ApriltagsCameraLog(1):,7,178.241461,177.590000,177.590000,177.590000,178.227973,0.864139,0.855769,5.420914,5.426857,4.289015
101895:ApriltagsCameraLog(1):,7,178.227973,177.746000,177.746000,177.746000,178.197981,0.869458,0.859964,5.420633,5.423899,4.331462
101936:ApriltagsCameraLog(1):,7,178.197981,177.758000,177.758000,177.758000,178.133333,0.874560,0.864715,5.420624,5.422279,4.371900
101956:ApriltagsCameraLog(1):,7,178.133333,177.814000,177.814000,177.814000,178.075325,0.879761,0.869640,5.421322,5.421465,4.412341
101996:ApriltagsCameraLog(1):,7,178.075325,177.881000,177.881000,177.881000,177.879998,0.882634,0.874701,5.427378,5.421402,4.428672
102035:ApriltagsCameraLog(1):,7,177.879998,177.823000,177.823000,177.823000,177.843104,0.892664,0.878664,5.426060,5.424394,4.509604
102075:ApriltagsCameraLog(1):,7,177.843104,177.665000,177.665000,177.665000,177.842195,0.894863,0.885664,5.423391,5.425231,4.529838
102095:ApriltagsCameraLog(1):,7,177.842195,178.355000,178.355000,178.355000,177.777385,0.901299,0.890264,5.431950,5.424315,4.572189
102135:ApriltagsCameraLog(1):,7,177.777385,177.726000,177.726000,177.726000,177.750637,0.902609,0.895796,5.424082,5.428112,4.590543
102156:ApriltagsCameraLog(1):,7,177.750637,178.209000,178.209000,178.209000,177.642976,0.908776,0.899205,5.434396,5.426101,4.629202
102195:ApriltagsCameraLog(1):,7,177.642976,177.667000,177.667000,177.667000,177.691855,0.907763,0.904003,5.427982,5.430233,4.627443
102216:ApriltagsCameraLog(1):,7,177.691855,177.451000,177.451000,177.451000,177.722996,0.907305,0.905884,5.424417,5.429108,4.627443
102255:ApriltagsCameraLog(1):,7,177.722996,178.144000,178.144000,178.144000,177.752658,0.908646,0.906598,5.433322,5.426764,4.629202
102296:ApriltagsCameraLog(1):,7,177.752658,178.001000,178.001000,178.001000,177.842482,0.905731,0.907633,5.428510,5.430040,4.610779
102335:ApriltagsCameraLog(1):,7,177.842482,177.576000,177.576000,177.576000,177.882338,0.899744,0.906681,5.421727,5.429276,4.570307
102355:ApriltagsCameraLog(1):,7,177.882338,177.752000,177.752000,177.752000,177.868690,0.897589,0.903220,5.424708,5.425494,4.550072
102395:ApriltagsCameraLog(1):,7,177.868690,177.787000,177.787000,177.787000,177.957034,0.890050,0.900405,5.425574,5.425100,4.489370
102415:ApriltagsCameraLog(1):,7,177.957034,177.774000,177.774000,177.774000,177.973821,0.884847,0.895227,5.423022,5.425334,4.450817
102455:ApriltagsCameraLog(1):,7,177.973821,178.652000,178.652000,178.652000,177.974959,0.881513,0.890038,5.434760,5.424172,4.412341
102495:ApriltagsCameraLog(1):,7,177.974959,178.168000,178.168000,178.168000,178.105594,0.875448,0.885802,5.427158,5.429488,4.371900
102516:ApriltagsCameraLog(1):,7,178.105594,177.865000,177.865000,177.865000,178.066932,0.872353,0.880625,5.424962,5.428325,4.349687
102555:ApriltagsCameraLog(1):,7,178.066932,177.178000,177.178000,177.178000,177.888437,0.870814,0.876492,5.414054,5.426636,4.349687
102595:ApriltagsCameraLog(1):,7,177.888437,178.322000,178.322000,178.322000,177.635075,0.875917,0.873689,5.434692,5.420328,4.367979
102636:ApriltagsCameraLog(1):,7,177.635075,177.517000,177.517000,177.517000,177.604972,0.871700,0.874834,5.421972,5.427505,4.347748
102655:ApriltagsCameraLog(1):,7,177.604972,177.766000,177.766000,177.766000,177.490473,0.874974,0.873271,5.430904,5.424736,4.364279
102695:ApriltagsCameraLog(1):,7,177.490473,177.213000,177.213000,177.213000,177.249839,0.876463,0.874126,5.424510,5.427819,4.382758
102716:ApriltagsCameraLog(1):,7,177.249839,176.844000,176.844000,176.844000,176.995250,0.878466,0.875298,5.423555,5.426167,4.399657
102755:ApriltagsCameraLog(1):,7,176.995250,176.684000,176.684000,176.684000,176.573718,0.880945,0.876886,5.425921,5.424865,4.416796
102796:ApriltagsCameraLog(1):,7,176.573718,176.332000,176.332000,176.332000,176.081278,0.885735,0.878914,5.427556,5.425396,4.453088
102816:ApriltagsCameraLog(1):,7,176.081278,175.890000,175.890000,175.890000,175.835009,0.887859,0.882323,5.427851,5.426481,4.469635
102856:ApriltagsCameraLog(1):,7,175.835009,175.624000,175.624000,175.624000,175.356157,0.892939,0.885090,5.430764,5.427170,4.506992
102895:ApriltagsCameraLog(1):,7,175.356157,175.621000,175.621000,175.621000,174.941601,0.900918,0.889013,5.435199,5.428969,4.566025
102936:ApriltagsCameraLog(1):,7,174.941601,175.374000,175.374000,175.374000,174.593595,0.906102,0.894972,5.438337,5.432072,4.604266
102956:ApriltagsCameraLog(1):,7,174.593595,174.943000,174.943000,174.943000,174.462551,0.910983,0.900544,5.438380,5.435191,4.643018
102996:ApriltagsCameraLog(1):,7,174.462551,174.733000,174.733000,174.733000,174.253820,0.916100,0.905766,5.439495,5.436779,4.682676
103016:ApriltagsCameraLog(1):,7,174.253820,174.194000,174.194000,174.194000,174.136701,0.918336,0.910935,5.437847,5.438128,4.701946
103055:ApriltagsCameraLog(1):,7,174.136701,175.042000,175.042000,175.042000,173.652113,0.930640,0.914636,5.458728,5.437991,4.782662
103095:ApriltagsCameraLog(1):,7,173.652113,173.990000,173.990000,173.990000,173.340904,0.932165,0.922716,5.448269,5.448300,4.802902
103115:ApriltagsCameraLog(1):,7,173.340904,172.912000,172.912000,172.912000,173.070216,0.936100,0.927440,5.436967,5.448278,4.843937
103155:ApriltagsCameraLog(1):,7,173.070216,172.678000,172.678000,172.678000,172.330257,0.945140,0.931792,5.447134,5.442639,4.907087
103195:ApriltagsCameraLog(1):,7,172.330257,171.975000,171.975000,171.975000,171.670757,0.953148,0.938463,5.446590,5.444895,4.971265
103236:ApriltagsCameraLog(1):,7,171.670757,171.724000,171.724000,171.724000,171.188882,0.962064,0.945803,5.453719,5.445759,5.036678
103255:ApriltagsCameraLog(1):,7,171.188882,171.013000,171.013000,171.013000,170.950890,0.970329,0.953934,5.452669,5.449738,5.103295
103296:ApriltagsCameraLog(1):,7,170.950890,170.816000,170.816000,170.816000,170.488291,0.976632,0.962128,5.458422,5.451219,5.149329
103335:ApriltagsCameraLog(1):,7,170.488291,170.535000,170.535000,170.535000,170.324909,0.987038,0.969378,5.456786,5.454825,5.233408
103356:ApriltagsCameraLog(1):,7,170.324909,170.970000,170.970000,170.970000,170.243961,0.996023,0.978208,5.468393,5.455806,5.297376
103395:ApriltagsCameraLog(1):,7,170.243961,170.592000,170.592000,170.592000,170.209880,1.004239,0.987143,5.467844,5.462060,5.363249
103415:ApriltagsCameraLog(1):,7,170.209880,170.496000,170.496000,170.496000,170.150051,1.012038,0.995697,5.467345,5.464936,5.425766
103455:ApriltagsCameraLog(1):,7,170.150051,170.462000,170.462000,170.462000,169.985525,1.020347,1.003869,5.470469,5.466126,5.490182
103495:ApriltagsCameraLog(1):,7,169.985525,170.270000,170.270000,170.270000,169.803671,1.028880,1.012113,5.473145,5.468279,5.556742
103516:ApriltagsCameraLog(1):,7,169.803671,170.207000,170.207000,170.207000,169.740554,1.037170,1.020501,5.475681,5.470697,5.621520
103556:ApriltagsCameraLog(1):,7,169.740554,170.227000,170.227000,170.227000,169.670459,1.045567,1.028841,5.479770,5.473169,5.686433
103596:ApriltagsCameraLog(1):,7,169.670459,169.975000,169.975000,169.975000,169.730532,1.053203,1.037216,5.476179,5.476440,5.749236
103616:ApriltagsCameraLog(1):,7,169.730532,169.860000,169.860000,169.860000,169.815346,1.058057,1.045209,5.473094,5.476295,5.789634
103655:ApriltagsCameraLog(1):,7,169.815346,170.242000,170.242000,170.242000,169.979287,1.065611,1.051632,5.476609,5.474690,5.848066
103696:ApriltagsCameraLog(1):,7,169.979287,170.388000,170.388000,170.388000,170.144881,1.072877,1.058624,5.475645,5.475630,5.906578
103715:ApriltagsCameraLog(1):,7,170.144881,170.416000,170.416000,170.416000,170.225430,1.077499,1.065751,5.472838,5.475619,5.944951
103755:ApriltagsCameraLog(1):,7,170.225430,170.468000,170.468000,170.468000,170.358270,1.084661,1.071622,5.470084,5.474219,6.003613
103795:ApriltagsCameraLog(1):,7,170.358270,170.474000,170.474000,170.474000,170.525931,1.089258,1.078138,5.466856,5.472142,6.042121
103835:ApriltagsCameraLog(1):,7,170.525931,170.596000,170.596000,170.596000,170.597798,1.094025,1.083697,5.465920,5.469495,6.080694
103856:ApriltagsCameraLog(1):,7,170.597798,170.851000,170.851000,170.851000,170.608136,1.101902,1.088860,5.469748,5.467705,6.141398
103896:ApriltagsCameraLog(1):,7,170.608136,170.427000,170.427000,170.427000,170.645505,1.103374,1.095383,5.458387,5.468713,6.159808
103936:ApriltagsCameraLog(1):,7,170.645505,170.750000,170.750000,170.750000,170.594987,1.111382,1.099387,5.463599,5.463557,6.220529
103955:ApriltagsCameraLog(1):,7,170.594987,170.695000,170.695000,170.695000,170.613685,1.116724,1.105384,5.464180,5.463572,6.262817
103995:ApriltagsCameraLog(1):,7,170.613685,170.696000,170.696000,170.696000,170.644055,1.121739,1.111054,5.463379,5.463873,6.303293
104036:ApriltagsCameraLog(1):,7,170.644055,170.665000,170.665000,170.665000,170.663906,1.126294,1.116396,5.459421,5.463623,6.341981
104056:ApriltagsCameraLog(1):,7,170.663906,170.789000,170.789000,170.789000,170.666234,1.134004,1.121345,5.460722,5.461522,6.402711
104096:ApriltagsCameraLog(1):,7,170.666234,170.379000,170.379000,170.379000,170.672818,1.138783,1.127674,5.453992,5.461116,6.444970
104135:ApriltagsCameraLog(1):,7,170.672818,170.375000,170.375000,170.375000,170.582010,1.146290,1.133237,5.452636,5.457567,6.505694
104156:ApriltagsCameraLog(1):,7,170.582010,170.455000,170.455000,170.455000,170.497368,1.151852,1.139768,5.455952,5.455114,6.547973
104195:ApriltagsCameraLog(1):,7,170.497368,170.739000,170.739000,170.739000,170.333408,1.160223,1.145810,5.463132,5.455538,6.610517
104236:ApriltagsCameraLog(1):,7,170.333408,170.468000,170.468000,170.468000,170.307518,1.168165,1.153024,5.461213,5.459321,6.674982
104255:ApriltagsCameraLog(1):,7,170.307518,170.355000,170.355000,170.355000,170.267874,1.172999,1.160595,5.457983,5.460262,6.715441
104296:ApriltagsCameraLog(1):,7,170.267874,170.168000,170.168000,170.168000,170.260158,1.180641,1.166797,5.455232,5.459122,6.778054
104335:ApriltagsCameraLog(1):,7,170.260158,170.474000,170.474000,170.474000,170.367153,1.188634,1.173721,5.460481,5.457182,6.838736
104356:ApriltagsCameraLog(1):,7,170.367153,171.095000,171.095000,171.095000,170.406475,1.196644,1.181180,5.470093,5.458819,6.897524
104395:ApriltagsCameraLog(1):,7,170.406475,171.217000,171.217000,171.217000,170.569039,1.201439,1.188943,5.469437,5.464413,6.936142
104435:ApriltagsCameraLog(1):,7,170.569039,170.359000,170.359000,170.359000,170.709191,1.205134,1.195205,5.450034,5.466891,6.976618
104456:ApriltagsCameraLog(1):,7,170.709191,170.517000,170.517000,170.517000,170.672309,1.210410,1.200188,5.452625,5.458473,7.017095
104496:ApriltagsCameraLog(1):,7,170.672309,170.458000,170.458000,170.458000,170.605369,1.217825,1.205302,5.450077,5.455555,7.077813
104536:ApriltagsCameraLog(1):,7,170.605369,170.495000,170.495000,170.495000,170.551060,1.223318,1.211568,5.452554,5.452825,7.120109
104556:ApriltagsCameraLog(1):,7,170.551060,170.538000,170.538000,170.538000,170.529353,1.231323,1.217443,5.454753,5.452694,7.182667
104595:ApriltagsCameraLog(1):,7,170.529353,170.428000,170.428000,170.428000,170.508393,1.236151,1.224383,5.451472,5.453724,7.223136
104616:ApriltagsCameraLog(1):,7,170.508393,170.507000,170.507000,170.507000,170.486245,1.241712,1.230268,5.454896,5.452602,7.265477
104655:ApriltagsCameraLog(1):,7,170.486245,170.803000,170.803000,170.803000,170.487184,1.249698,1.235990,5.460291,5.453749,7.326174
104695:ApriltagsCameraLog(1):,7,170.487184,170.549000,170.549000,170.549000,170.595114,1.256813,1.242852,5.453332,5.457003,7.386874
104715:ApriltagsCameraLog(1):,7,170.595114,170.749000,170.749000,170.749000,170.657843,1.264656,1.249832,5.456627,5.455166,7.447577
104756:ApriltagsCameraLog(1):,7,170.657843,170.025000,170.025000,170.025000,170.807512,1.267523,1.257245,5.434290,5.455887,7.484425
104796:ApriltagsCameraLog(1):,7,170.807512,170.626000,170.626000,170.626000,170.848130,1.275747,1.262440,5.444244,5.445116,7.543412
104836:ApriltagsCameraLog(1):,7,170.848130,170.963000,170.963000,170.963000,170.855825,1.286367,1.269094,5.450378,5.444685,7.624401
104855:ApriltagsCameraLog(1):,7,170.855825,171.093000,171.093000,171.093000,170.882658,1.297016,1.277734,5.454319,5.447522,7.707111
104896:ApriltagsCameraLog(1):,7,170.882658,171.138000,171.138000,171.138000,170.887964,1.304227,1.287380,5.451685,5.450904,7.766143
104935:ApriltagsCameraLog(1):,7,170.887964,170.624000,170.624000,170.624000,170.864205,1.313748,1.295804,5.440497,5.451279,7.848838
104955:ApriltagsCameraLog(1):,7,170.864205,170.877000,170.877000,170.877000,170.810731,1.322135,1.304788,5.447767,5.445909,7.911304
104995:ApriltagsCameraLog(1):,7,170.810731,171.042000,171.042000,171.042000,170.713006,1.332849,1.313462,5.452612,5.446837,7.994034
105036:ApriltagsCameraLog(1):,7,170.713006,170.455000,170.455000,170.455000,170.668466,1.340158,1.323161,5.442318,5.449707,8.058350
105060:ApriltagsCameraLog(1):,7,170.668466,170.556000,170.556000,170.556000,170.605186,1.350781,1.331668,5.445586,5.446032,8.141137
105096:ApriltagsCameraLog(1):,7,170.605186,170.133000,170.133000,170.133000,170.554390,1.357931,1.341225,5.436532,5.445817,8.203706
105116:ApriltagsCameraLog(1):,7,170.554390,170.635000,170.635000,170.635000,170.454259,1.369704,1.349594,5.452126,5.441204,8.288444
105156:ApriltagsCameraLog(1):,7,170.454259,170.389000,170.389000,170.389000,170.508012,1.377217,1.359655,5.447315,5.446655,8.351074
105196:ApriltagsCameraLog(1):,7,170.508012,170.643000,170.643000,170.643000,170.558439,1.385580,1.368436,5.454858,5.446991,8.413722
105235:ApriltagsCameraLog(1):,7,170.558439,170.429000,170.429000,170.429000,170.603796,1.392737,1.377012,5.448274,5.450915,8.474390
105256:ApriltagsCameraLog(1):,7,170.603796,170.660000,170.660000,170.660000,170.599780,1.405659,1.384876,5.451982,5.449602,8.575511
105296:ApriltagsCameraLog(1):,7,170.599780,170.528000,170.528000,170.528000,170.547792,1.410863,1.395268,5.450326,5.450786,8.617935
105315:ApriltagsCameraLog(1):,7,170.547792,170.312000,170.312000,170.312000,170.519496,1.418423,1.403065,5.446085,5.450561,8.680601
105355:ApriltagsCameraLog(1):,7,170.519496,170.967000,170.967000,170.967000,170.435066,1.427416,1.410749,5.464055,5.448337,8.743284
105396:ApriltagsCameraLog(1):,7,170.435066,170.692000,170.692000,170.692000,170.425658,1.432421,1.419113,5.458707,5.456164,8.785769
105415:ApriltagsCameraLog(1):,7,170.425658,170.429000,170.429000,170.429000,170.426744,1.439932,1.425769,5.453195,5.457424,8.848488
105456:ApriltagsCameraLog(1):,7,170.426744,170.213000,170.213000,170.213000,170.384231,1.445003,1.432851,5.449263,5.455311,8.891014
105495:ApriltagsCameraLog(1):,7,170.384231,171.063000,171.063000,171.063000,170.313229,1.454224,1.438932,5.472601,5.452297,8.953768
105515:ApriltagsCameraLog(1):,7,170.313229,170.822000,170.822000,170.822000,170.343531,1.458909,1.446634,5.465514,5.462407,8.994182
105556:ApriltagsCameraLog(1):,7,170.343531,170.356000,170.356000,170.356000,170.206003,1.464475,1.452777,5.460003,5.463940,9.041132
105595:ApriltagsCameraLog(1):,7,170.206003,170.064000,170.064000,170.064000,169.997198,1.469450,1.458626,5.453972,5.461971,9.083766
105615:ApriltagsCameraLog(1):,7,169.997198,170.731000,170.731000,170.731000,169.863493,1.479188,1.464042,5.477821,5.457977,9.151235
105656:ApriltagsCameraLog(1):,7,169.863493,169.858000,169.858000,169.858000,169.713337,1.482234,1.471671,5.464265,5.467857,9.181050
105695:ApriltagsCameraLog(1):,7,169.713337,169.310000,169.310000,169.310000,169.469719,1.487300,1.476953,5.453778,5.466063,9.226387
105716:ApriltagsCameraLog(1):,7,169.469719,169.309000,169.309000,169.309000,169.340632,1.493232,1.482146,5.457801,5.459937,9.271827
105755:ApriltagsCameraLog(1):,7,169.340632,169.869000,169.869000,169.869000,169.204702,1.505381,1.487690,5.478486,5.458876,9.360317
105796:ApriltagsCameraLog(1):,7,169.204702,170.032000,170.032000,170.032000,169.309941,1.511015,1.496580,5.484499,5.468641,9.403285
105836:ApriltagsCameraLog(1):,7,169.309941,169.769000,169.769000,169.769000,169.464154,1.517756,1.503846,5.473536,5.476526,9.461042
105876:ApriltagsCameraLog(1):,7,169.464154,169.352000,169.352000,169.352000,169.641946,1.522635,1.510796,5.463772,5.475009,9.503994
105895:ApriltagsCameraLog(1):,7,169.641946,169.589000,169.589000,169.589000,169.670765,1.530005,1.516721,5.466354,5.469396,9.561780
105936:ApriltagsCameraLog(1):,7,169.670765,169.598000,169.598000,169.598000,169.902208,1.534098,1.523363,5.460686,5.467874,9.596902
105956:ApriltagsCameraLog(1):,7,169.902208,169.874000,169.874000,169.874000,169.966337,1.543608,1.528732,5.461474,5.464283,9.672523
105995:ApriltagsCameraLog(1):,7,169.966337,170.530000,170.530000,170.530000,170.100944,1.551592,1.536169,5.475829,5.462875,9.730583
106036:ApriltagsCameraLog(1):,7,170.100944,171.224000,171.224000,171.224000,170.313043,1.559491,1.543909,5.491417,5.469318,9.788701
106055:ApriltagsCameraLog(1):,7,170.313043,169.860000,169.860000,169.860000,170.444905,1.562695,1.551796,5.452509,5.480299,9.829060
106096:ApriltagsCameraLog(1):,7,170.444905,170.488000,170.488000,170.488000,170.477864,1.568654,1.557301,5.469221,5.466426,9.869421
106116:ApriltagsCameraLog(1):,7,170.477864,170.515000,170.515000,170.515000,170.506157,1.575370,1.562979,5.463712,5.467820,9.925302
106156:ApriltagsCameraLog(1):,7,170.506157,170.781000,170.781000,170.781000,170.469758,1.581164,1.569174,5.472897,5.465764,9.967990
106196:ApriltagsCameraLog(1):,7,170.469758,170.746000,170.746000,170.746000,170.404808,1.586541,1.575177,5.473597,5.469317,10.010697
106216:ApriltagsCameraLog(1):,7,170.404808,172.415000,170.404808,172.415000,170.387621,1.594853,1.580863,5.470167,5.471446,20.156807
106255:ApriltagsCameraLog(1):,7,170.387621,169.169000,169.169000,169.169000,170.390895,1.592797,1.587847,5.434967,5.470692,10.078403
106296:ApriltagsCameraLog(1):,7,170.390895,170.469000,170.469000,170.469000,170.273288,1.600369,1.590507,5.473661,5.452856,10.121191
106336:ApriltagsCameraLog(1):,7,170.273288,170.149000,170.149000,170.149000,170.310886,1.602432,1.595454,5.464077,5.463251,10.141363
106355:ApriltagsCameraLog(1):,7,170.310886,170.514000,170.514000,170.514000,170.288780,1.610448,1.598943,5.473273,5.463667,10.201880
106396:ApriltagsCameraLog(1):,7,170.288780,170.721000,170.721000,170.721000,170.359242,1.615721,1.604704,5.478411,5.468460,10.242227
106436:ApriltagsCameraLog(1):,7,170.359242,171.747000,171.747000,171.747000,170.385868,1.616334,1.610229,5.505522,5.473417,10.239810
106456:ApriltagsCameraLog(1):,7,170.385868,170.584000,170.584000,170.584000,170.537012,1.620561,1.613455,5.473625,5.489436,10.282575
106495:ApriltagsCameraLog(1):,7,170.537012,171.356000,171.356000,171.356000,170.551974,1.621029,1.617005,5.493469,5.481529,10.280166
106516:ApriltagsCameraLog(1):,7,170.551974,169.622000,169.622000,169.622000,170.604139,1.623620,1.619056,5.442374,5.487486,10.320524
106555:ApriltagsCameraLog(1):,7,170.604139,169.752000,169.752000,169.752000,170.465305,1.626355,1.621518,5.445693,5.464949,10.340703
106596:ApriltagsCameraLog(1):,7,170.465305,170.151000,170.151000,170.151000,170.318528,1.629963,1.623995,5.459355,5.455336,10.363278
106616:ApriltagsCameraLog(1):,7,170.318528,169.467000,169.467000,169.467000,170.256745,1.634246,1.626975,5.441017,5.457351,10.406050
106655:ApriltagsCameraLog(1):,7,170.256745,170.036000,170.036000,170.036000,170.122464,1.635665,1.630666,5.460131,5.449208,10.408499
106696:ApriltagsCameraLog(1):,7,170.122464,170.051000,170.051000,170.051000,170.010678,1.643632,1.633159,5.461755,5.454672,10.471478
106717:ApriltagsCameraLog(1):,7,170.010678,170.554000,170.554000,170.554000,169.965476,1.647245,1.638394,5.478610,5.458216,10.494140
106756:ApriltagsCameraLog(1):,7,169.965476,169.642000,169.642000,169.642000,169.971675,1.648885,1.642863,5.453836,5.468394,10.516826
106796:ApriltagsCameraLog(1):,7,169.971675,168.765000,168.765000,168.765000,169.960358,1.649739,1.645895,5.427531,5.461124,10.536987
106836:ApriltagsCameraLog(1):,7,169.960358,169.674000,169.674000,169.674000,169.938481,1.655978,1.647974,5.450913,5.444346,10.574802
106856:ApriltagsCameraLog(1):,7,169.938481,169.685000,169.685000,169.685000,169.973450,1.658041,1.651972,5.448285,5.447635,10.592493
106895:ApriltagsCameraLog(1):,7,169.973450,169.718000,169.718000,169.718000,170.054692,1.657645,1.655006,5.446763,5.447965,10.590048
106936:ApriltagsCameraLog(1):,7,170.054692,169.174000,169.174000,169.174000,170.044270,1.656131,1.656326,5.428172,5.447366,10.587632
106956:ApriltagsCameraLog(1):,7,170.044270,170.173000,170.173000,170.173000,169.960936,1.660463,1.656294,5.457296,5.437769,10.607810
106995:ApriltagsCameraLog(1):,7,169.960936,170.225000,170.225000,170.225000,169.977740,1.660545,1.658394,5.458837,5.447529,10.607810
107036:ApriltagsCameraLog(1):,7,169.977740,169.715000,169.715000,169.715000,170.009041,1.657186,1.659480,5.444175,5.453181,10.587632
107055:ApriltagsCameraLog(1):,7,170.009041,169.721000,169.721000,169.721000,169.984529,1.657197,1.658343,5.444352,5.448675,10.587632
107096:ApriltagsCameraLog(1):,7,169.984529,170.713000,170.713000,170.713000,169.961787,1.658735,1.657775,5.473718,5.446512,10.587632
107136:ApriltagsCameraLog(1):,7,169.961787,169.574000,169.574000,169.574000,170.026616,1.656926,1.658336,5.440003,5.460112,10.587632
107156:ApriltagsCameraLog(1):,7,170.026616,169.699000,169.699000,169.699000,169.987555,1.657157,1.657667,5.443701,5.450055,10.587632
107195:ApriltagsCameraLog(1):,7,169.987555,170.288000,170.288000,170.288000,169.962653,1.658138,1.657419,5.461134,5.446878,10.587632
107236:ApriltagsCameraLog(1):,7,169.962653,169.537000,169.537000,169.537000,169.990730,1.656856,1.657797,5.438908,5.454005,10.587632
107256:ApriltagsCameraLog(1):,7,169.990730,170.094000,170.094000,170.094000,169.951574,1.657835,1.657354,5.455391,5.446455,10.587632
107295:ApriltagsCameraLog(1):,7,169.951574,170.492000,170.492000,170.492000,169.963865,1.658436,1.657599,5.467174,5.450923,10.587632
107316:ApriltagsCameraLog(1):,7,169.963865,169.259000,169.259000,169.259000,169.999443,1.653811,1.658052,5.431159,5.459046,10.567454
107356:ApriltagsCameraLog(1):,7,169.999443,170.452000,170.452000,170.452000,169.954567,1.658379,1.656015,5.465989,5.445090,10.587632
107396:ApriltagsCameraLog(1):,7,169.954567,170.179000,170.179000,170.179000,169.979221,1.657970,1.657240,5.457907,5.455535,10.587632
107436:ApriltagsCameraLog(1):,7,169.979221,169.385000,169.385000,169.385000,170.004822,1.654064,1.657607,5.434880,5.456720,10.567454
107455:ApriltagsCameraLog(1):,7,170.004822,170.171000,170.171000,170.171000,169.952103,1.657957,1.655889,5.457670,5.445792,10.587632
107495:ApriltagsCameraLog(1):,7,169.952103,170.057000,170.057000,170.057000,169.970994,1.657775,1.656933,5.454296,5.451729,10.587632
107516:ApriltagsCameraLog(1):,7,169.970994,170.069000,170.069000,170.069000,169.978416,1.657794,1.657355,5.454651,5.453012,10.587632
107555:ApriltagsCameraLog(1):,7,169.978416,170.350000,170.350000,170.350000,169.996233,1.658231,1.657575,5.462969,5.453831,10.587632
107596:ApriltagsCameraLog(1):,7,169.996233,169.675000,169.675000,169.675000,170.027626,1.657113,1.657916,5.442991,5.458399,10.587632
107615:ApriltagsCameraLog(1):,7,170.027626,170.001000,170.001000,170.001000,169.997238,1.657682,1.657536,5.452638,5.450694,10.587632
107656:ApriltagsCameraLog(1):,7,169.997238,169.498000,169.498000,169.498000,169.997563,1.656781,1.657609,5.437755,5.451666,10.587632
107695:ApriltagsCameraLog(1):,7,169.997563,169.532000,169.532000,169.532000,169.954451,1.656846,1.657223,5.438760,5.444709,10.587632
107735:ApriltagsCameraLog(1):,7,169.954451,169.900000,169.900000,169.900000,169.917994,1.657512,1.657045,5.449649,5.441734,10.587632
107756:ApriltagsCameraLog(1):,7,169.917994,169.813000,169.813000,169.813000,169.916441,1.657361,1.657278,5.447074,5.445692,10.587632
107796:ApriltagsCameraLog(1):,7,169.916441,170.357000,170.357000,170.357000,169.907514,1.658241,1.657319,5.463176,5.446383,10.587632
107836:ApriltagsCameraLog(1):,7,169.907514,170.178000,170.178000,170.178000,169.946304,1.657968,1.657810,5.457877,5.454778,10.587632
107855:ApriltagsCameraLog(1):,7,169.946304,170.356000,170.356000,170.356000,169.966299,1.658240,1.657892,5.463147,5.456327,10.587632
107895:ApriltagsCameraLog(1):,7,169.966299,169.735000,169.735000,169.735000,169.999930,1.657222,1.658077,5.444766,5.459737,10.587632
107935:ApriltagsCameraLog(1):,7,169.999930,169.457000,169.457000,169.457000,169.977067,1.654205,1.657665,5.437007,5.452251,10.567454
107955:ApriltagsCameraLog(1):,7,169.977067,169.597000,169.597000,169.597000,169.932107,1.654471,1.655967,5.441142,5.444621,10.567454
107996:ApriltagsCameraLog(1):,7,169.932107,169.766000,169.766000,169.766000,169.903138,1.654778,1.655223,5.446135,5.442880,10.567454
108036:ApriltagsCameraLog(1):,7,169.903138,170.597000,170.597000,170.597000,169.891282,1.658581,1.654999,5.470283,5.444507,10.587632
108056:ApriltagsCameraLog(1):,7,169.891282,169.793000,169.793000,169.793000,169.952185,1.657326,1.656862,5.446483,5.457385,10.587632
108095:ApriltagsCameraLog(1):,7,169.952185,170.081000,170.081000,170.081000,169.938447,1.657814,1.657101,5.455006,5.451934,10.587632
108116:ApriltagsCameraLog(1):,7,169.938447,170.184000,170.184000,170.184000,169.960749,1.657978,1.657459,5.458055,5.453470,10.587632
