186809:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
186818:ApriltagsCameraLog(1):,8,25.467229,28.701000,25.467229,28.701000,25.468264,2.889747,3.220624,5.740647,5.703859,31.027418,12296,3.305705
186839:ApriltagsCameraLog(1):,8,25.468264,26.378000,25.468264,26.378000,25.500171,2.978297,3.199943,5.737868,5.706517,26.331054,12297,3.391922
186858:ApriltagsCameraLog(1):,,,,,,25.501506,,3.184509,,5.708756,,,
186879:ApriltagsCameraLog(1):,8,25.500171,26.141000,25.500171,26.141000,25.490520,2.981473,3.184509,5.749706,5.708756,25.729213,12298,3.397463
186898:ApriltagsCameraLog(1):,,,,,,25.503717,,3.170203,,5.711678,,,
186918:ApriltagsCameraLog(1):,8,25.490520,26.383000,25.490520,26.383000,25.514703,2.964353,3.170203,5.738159,5.711678,26.171285,12300,3.378366
186938:ApriltagsCameraLog(1):,,,,,,25.532311,,3.156406,,5.713615,,,
186958:ApriltagsCameraLog(1):,8,25.514703,26.429000,25.514703,26.429000,25.540551,2.962940,3.157313,5.741719,5.713660,26.218309,12302,3.377748
186978:ApriltagsCameraLog(1):,8,25.540551,26.322000,25.540551,26.322000,25.547552,2.963794,3.144710,5.746459,5.715719,25.915126,12304,3.379597
186998:ApriltagsCameraLog(1):,8,25.547552,26.226000,25.547552,26.226000,25.550852,2.963701,3.133236,5.746826,5.717977,25.667544,12305,3.379597
187019:ApriltagsCameraLog(1):,8,25.550852,18.600000,25.550852,18.600000,25.567081,3.063884,3.121871,5.761130,5.720078,42.114453,12307,3.480630
187038:ApriltagsCameraLog(1):,,,,,,25.528699,,3.119541,,5.721758,,,
187058:ApriltagsCameraLog(1):,,,,,,25.531445,,3.119238,,5.721743,,,
187078:ApriltagsCameraLog(1):,,,,,,25.534192,,3.116823,,5.721622,,,
187118:ApriltagsCameraLog(1):,,,,,,25.578137,,3.101421,,5.720837,,,
187139:ApriltagsCameraLog(1):,,,,,,25.655042,,3.088542,,5.717580,,,
187159:ApriltagsCameraLog(1):,,,,,,25.808850,,3.071660,,5.713523,,,
187178:ApriltagsCameraLog(1):,,,,,,25.921460,,3.053205,,5.709514,,,
187198:ApriltagsCameraLog(1):,,,,,,25.926953,,3.037173,,5.698149,,,
187218:ApriltagsCameraLog(1):,,,,,,25.847302,,3.016263,,5.683530,,,
187238:ApriltagsCameraLog(1):,8,25.921460,26.055000,25.921460,26.055000,25.814343,2.957221,2.992181,5.740288,5.665849,24.303480,12317,3.372901
187258:ApriltagsCameraLog(1):,8,25.814343,26.828000,25.814343,26.828000,25.796194,2.944839,2.961256,5.722371,5.651317,26.273841,12318,3.356962
187278:ApriltagsCameraLog(1):,,,,,,25.830545,,2.939559,,5.626877,,,
187298:ApriltagsCameraLog(1):,8,25.796194,26.849000,25.796194,26.849000,25.844277,2.931275,2.922587,5.709115,5.599245,26.226526,12319,3.341048
187318:ApriltagsCameraLog(1):,,,,,,25.846344,,2.901822,,5.574807,,,
187338:ApriltagsCameraLog(1):,8,25.844277,26.525000,25.844277,26.525000,25.882050,2.917842,2.889261,5.685640,5.548993,25.194116,12321,3.323550
187359:ApriltagsCameraLog(1):,8,25.882050,26.786000,25.882050,26.786000,25.986477,2.894052,2.873910,5.636746,5.528855,25.440935,12323,3.291482
187380:ApriltagsCameraLog(1):,8,25.986477,26.582000,25.986477,26.582000,26.122825,2.877584,2.860608,5.592260,5.506111,24.523007,12325,3.268086
187399:ApriltagsCameraLog(1):,8,26.122825,27.285000,26.122825,27.285000,26.281952,2.869064,2.846707,5.567445,5.478946,25.727411,12326,3.256093
187418:ApriltagsCameraLog(1):,,,,,,26.467464,,2.832487,,5.449802,,,
187439:ApriltagsCameraLog(1):,8,26.281952,27.294000,26.281952,27.294000,26.593806,2.855930,2.817554,5.547175,5.416080,25.243235,12327,3.240411
187458:ApriltagsCameraLog(1):,,,,,,26.685101,,2.801254,,5.382440,,,
187481:ApriltagsCameraLog(1):,8,26.593806,27.964000,26.593806,27.964000,26.742779,2.856240,2.777601,5.527707,5.327177,26.047540,12328,3.238577
187498:ApriltagsCameraLog(1):,,,,,,26.862504,,2.770814,,5.310834,,,
187519:ApriltagsCameraLog(1):,8,26.742779,27.330000,26.742779,27.330000,26.939408,2.820929,2.754167,5.472649,5.270655,23.897118,12330,3.196458
187538:ApriltagsCameraLog(1):,,,,,,27.019361,,2.738952,,5.233440,,,
187559:ApriltagsCameraLog(1):,8,26.939408,28.807000,26.939408,28.807000,27.134717,2.796068,2.723739,5.376664,5.192709,26.452897,12333,3.161254
187578:ApriltagsCameraLog(1):,8,27.134717,6.632000,27.134717,6.632000,27.236780,2.730766,2.710270,5.305032,5.155598,66.256816,12335,3.090201
187598:ApriltagsCameraLog(1):,,,,,,27.274138,,2.697533,,5.114201,,,
187618:ApriltagsCameraLog(1):,,,,,,27.400481,,2.685789,,5.071364,,,
187659:ApriltagsCameraLog(1):,,,,,,27.617461,,2.661574,,4.982129,,,
187698:ApriltagsCameraLog(1):,,,,,,27.881132,,2.639796,,4.889798,,,
187718:ApriltagsCameraLog(1):,,,,,,28.067900,,2.628984,,4.842994,,,
187738:ApriltagsCameraLog(1):,,,,,,28.246428,,2.619209,,4.794092,,,
187758:ApriltagsCameraLog(1):,,,,,,28.416716,,2.609243,,4.743381,,,
187778:ApriltagsCameraLog(1):,,,,,,28.573271,,2.599422,,4.692640,,,
187798:ApriltagsCameraLog(1):,,,,,,28.743559,,2.590506,,4.639883,,,
187818:ApriltagsCameraLog(1):,,,,,,28.924834,,2.581706,,4.586801,,,
187838:ApriltagsCameraLog(1):,,,,,,29.086882,,2.572921,,4.532797,,,
187858:ApriltagsCameraLog(1):,,,,,,29.273650,,2.564294,,4.478767,,,
187879:ApriltagsCameraLog(1):,,,,,,29.435698,,2.557311,,4.422458,,,
187898:ApriltagsCameraLog(1):,,,,,,29.597746,,2.550542,,4.366729,,,
187918:ApriltagsCameraLog(1):,,,,,,29.779021,,2.543986,,4.311280,,,
187938:ApriltagsCameraLog(1):,,,,,,29.974028,,2.540321,,4.252034,,,
187958:ApriltagsCameraLog(1):,,,,,,30.094878,,2.536658,,4.193088,,,
187978:ApriltagsCameraLog(1):,,,,,,30.245940,,2.533248,,4.134431,,,
187998:ApriltagsCameraLog(1):,,,,,,30.391508,,2.541530,,4.076860,,,
188018:ApriltagsCameraLog(1):,9,30.094878,38.485000,30.094878,38.485000,30.575529,2.578473,2.550337,4.343380,4.015424,56.862532,12356,4.240019
188038:ApriltagsCameraLog(1):,9,30.575529,36.952000,30.575529,36.952000,30.758639,2.546189,2.561538,4.342320,3.958463,50.404955,12357,4.222361
188058:ApriltagsCameraLog(1):,,,,,,31.051294,,2.570073,,3.904140,,,
188078:ApriltagsCameraLog(1):,9,30.758639,38.333000,30.758639,38.333000,31.306726,2.550033,2.588683,4.254721,3.841423,53.150859,12358,4.155426
188098:ApriltagsCameraLog(1):,,,,,,31.533870,,2.608817,,3.783498,,,
188126:ApriltagsCameraLog(1):,9,31.306726,38.723000,31.306726,38.723000,31.668452,2.569717,2.628933,4.170446,3.717820,51.948129,12360,4.103419
188139:ApriltagsCameraLog(1):,,,,,,31.904318,,2.658631,,3.660787,,,
188159:ApriltagsCameraLog(1):,9,31.668452,39.027000,31.668452,39.027000,32.415182,2.693123,2.686329,3.936073,3.599277,50.395860,12364,4.004038
188178:ApriltagsCameraLog(1):,,,,,,32.891573,,2.717607,,3.542187,,,
188198:ApriltagsCameraLog(1):,9,32.415182,38.211000,32.415182,38.211000,33.130526,2.659170,2.761215,3.952044,3.482183,45.772765,12365,3.997222
188218:ApriltagsCameraLog(1):,9,33.130526,39.269000,33.130526,39.269000,33.511702,2.680197,2.806879,3.870779,3.432886,46.202639,12366,3.953610
188240:ApriltagsCameraLog(1):,9,33.511702,53.578000,33.511702,53.578000,33.672550,2.678475,2.850767,3.849485,3.384745,85.710940,12367,3.938414
188258:ApriltagsCameraLog(1):,9,33.672550,40.665000,33.672550,40.665000,34.033512,2.731399,2.893022,3.759462,3.331308,48.042739,12368,3.909124
188278:ApriltagsCameraLog(1):,,,,,,34.464899,,2.943251,,3.284078,,,
188319:ApriltagsCameraLog(1):,9,34.033512,60.739000,34.033512,60.739000,35.417963,2.800525,3.046204,3.667811,3.171153,103.321689,12370,3.893605
188339:ApriltagsCameraLog(1):,9,35.417963,41.260000,35.417963,41.260000,35.810310,2.830617,3.102472,3.605678,3.124243,44.392464,12372,3.877743
