460069:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
460083:ApriltagsCameraLog(1):,,,,,,120.153029,,9.372573,,3.958814,,,
460105:ApriltagsCameraLog(1):,,,,,,120.034926,,9.328841,,4.025885,,,
460125:ApriltagsCameraLog(1):,,,,,,119.914076,,9.284919,,4.093555,,,
460164:ApriltagsCameraLog(1):,,,,,,119.392226,,9.201634,,4.229190,,,
460184:ApriltagsCameraLog(1):,1,120.034926,108.453000,120.034926,120.034926,118.900587,9.574118,9.161839,3.700072,4.295118,106.668084,59343,6.553091
460203:ApriltagsCameraLog(1):,,,,,,118.200338,,9.127303,,4.355297,,,
460223:ApriltagsCameraLog(1):,,,,,,117.304953,,9.087680,,4.420899,,,
460243:ApriltagsCameraLog(1):,,,,,,116.250265,,9.048818,,4.487652,,,
460264:ApriltagsCameraLog(1):,1,118.900587,109.632000,118.900587,118.900587,114.855001,9.457475,9.013288,3.909894,4.557051,98.523901,59347,6.766484
460283:ApriltagsCameraLog(1):,,,,,,113.131044,,8.987558,,4.615889,,,
460303:ApriltagsCameraLog(1):,,,,,,111.224916,,8.958321,,4.682599,,,
460323:ApriltagsCameraLog(1):,,,,,,109.239137,,8.931906,,4.748853,,,
460344:ApriltagsCameraLog(1):,,,,,,107.165468,,8.909539,,4.815209,,,
460363:ApriltagsCameraLog(1):,,,,,,104.830873,,8.884600,,4.882053,,,
460383:ApriltagsCameraLog(1):,,,,,,102.224367,,8.862257,,4.949521,,,
460403:ApriltagsCameraLog(1):,,,,,,99.609620,,8.843939,,5.015768,,,
460423:ApriltagsCameraLog(1):,,,,,,96.799867,,8.822907,,5.082250,,,
460444:ApriltagsCameraLog(1):,,,,,,95.294740,,8.804095,,5.147888,,,
460464:ApriltagsCameraLog(1):,,,,,,90.534913,,8.785031,,5.213596,,,
460484:ApriltagsCameraLog(1):,,,,,,87.277467,,8.770279,,5.279249,,,
460504:ApriltagsCameraLog(1):,,,,,,83.896425,,8.759025,,5.347086,,,
