631028:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
631040:ApriltagsCameraLog(1):,9,82.630089,84.582000,82.630089,84.582000,82.618875,1.584192,1.565291,5.383566,5.459514,43.609167,224548,4.935899
631042:ApriltagsCameraLog(1):,10,82.630089,78.617000,82.630089,82.630089,82.627825,1.578295,1.566046,5.381254,5.456242,55.877684,224548,5.359419
631060:ApriltagsCameraLog(1):,6,82.627825,81.872000,82.627825,81.872000,82.630569,1.554853,1.566463,5.513636,5.453694,18.947448,224538,2.576999
631081:ApriltagsCameraLog(1):,9,82.630569,84.628000,82.630569,84.628000,82.622646,1.580984,1.565369,5.378864,5.459150,43.723019,224550,4.930457
631083:ApriltagsCameraLog(1):,10,82.630569,78.549000,82.630569,82.630569,82.631777,1.577601,1.565977,5.376217,5.455702,56.093633,224550,5.354348
631084:ApriltagsCameraLog(1):,6,82.631777,81.783000,82.631777,81.783000,82.631773,1.555039,1.566371,5.513617,5.453012,19.111193,224539,2.576999
631120:ApriltagsCameraLog(1):,9,82.631773,84.202000,82.631773,84.202000,82.622992,1.584385,1.565306,5.386121,5.458486,42.239667,224552,4.938401
631122:ApriltagsCameraLog(1):,10,82.631773,78.563000,82.631773,82.631773,82.630436,1.577167,1.566105,5.373701,5.455275,56.014125,224552,5.351813
631124:ApriltagsCameraLog(1):,6,82.630436,81.794000,82.630436,81.794000,82.630442,1.554976,1.566480,5.513623,5.452511,19.089452,224541,2.576999
631140:ApriltagsCameraLog(1):,9,82.630442,84.535000,82.630442,84.535000,82.621769,1.581319,1.565398,5.381380,5.458036,43.408385,224553,4.932959
631142:ApriltagsCameraLog(1):,10,82.630442,78.560000,82.630442,82.630442,82.630544,1.577286,1.566030,5.373698,5.454722,56.020770,224553,5.351813
631160:ApriltagsCameraLog(1):,6,82.630544,81.772000,82.630544,81.772000,82.630544,1.554981,1.566411,5.513623,5.451976,19.128399,224542,2.576999
631180:ApriltagsCameraLog(1):,9,82.630544,84.353000,82.630544,84.353000,82.621660,1.584482,1.565337,5.386095,5.457540,42.795413,224555,4.938401
631183:ApriltagsCameraLog(1):,10,82.630544,78.556000,82.630544,82.630544,82.629714,1.577277,1.566126,5.373698,5.454407,56.037101,224555,5.351813
631184:ApriltagsCameraLog(1):,6,82.629714,81.784000,82.629714,81.784000,82.629716,1.554942,1.566504,5.513627,5.451673,19.105796,224544,2.576999
631200:ApriltagsCameraLog(1):,9,82.629716,84.365000,82.629716,84.365000,82.620955,1.584547,1.565417,5.386077,5.457271,42.842242,224556,4.938401
631202:ApriltagsCameraLog(1):,10,82.629716,78.543000,82.629716,82.629716,82.629059,1.577351,1.566204,5.373696,5.454152,56.085566,224556,5.351813
631220:ApriltagsCameraLog(1):,6,82.629059,81.771000,82.629059,81.771000,82.629061,1.554911,1.566581,5.513630,5.451429,19.127544,224546,2.576999
631240:ApriltagsCameraLog(1):,9,82.629061,84.478000,82.629061,84.478000,82.620182,1.584273,1.565485,5.383544,5.457043,43.233450,224558,4.935899
631241:ApriltagsCameraLog(1):,10,82.629061,78.706000,82.629061,82.629061,82.628737,1.577736,1.566246,5.376214,5.453851,55.462219,224558,5.354348
631260:ApriltagsCameraLog(1):,6,82.628737,81.756000,82.628737,81.756000,82.628738,1.555222,1.566639,5.516151,5.451195,19.131516,224547,2.574483
631280:ApriltagsCameraLog(1):,9,82.628738,84.515000,82.628738,84.515000,82.619709,1.583972,1.565563,5.381018,5.457057,43.345843,224560,4.933397
631282:ApriltagsCameraLog(1):,10,82.628738,78.518000,82.628738,82.628738,82.628414,1.577765,1.566304,5.376214,5.453763,56.209826,224560,5.354348
631284:ApriltagsCameraLog(1):,6,82.628414,81.737000,82.628414,81.737000,82.628415,1.554881,1.566691,5.513634,5.451143,19.186302,224549,2.576999
631300:ApriltagsCameraLog(1):,9,82.628415,84.563000,82.628415,84.563000,82.619219,1.584323,1.565583,5.383530,5.456768,43.545950,224562,4.935899
631302:ApriltagsCameraLog(1):,10,82.628415,78.704000,82.628415,82.628415,82.628105,1.578120,1.566335,5.378732,5.453608,55.495852,224562,5.356884
631320:ApriltagsCameraLog(1):,6,82.628105,81.780000,82.628105,81.780000,82.628106,1.554866,1.566738,5.513635,5.451048,19.110010,224551,2.576999
631340:ApriltagsCameraLog(1):,9,82.628106,84.510000,82.628106,84.510000,82.619322,1.584348,1.565622,5.383523,5.456701,43.353693,224563,4.935899
631343:ApriltagsCameraLog(1):,10,82.628106,78.748000,82.628106,82.628106,82.628004,1.578147,1.566378,5.378731,5.453531,55.319260,224563,5.356884
631345:ApriltagsCameraLog(1):,6,82.628004,81.776000,82.628004,81.776000,82.628005,1.554861,1.566782,5.513636,5.450966,19.116878,224552,2.576999
631380:ApriltagsCameraLog(1):,9,82.628005,84.499000,82.628005,84.499000,82.621930,1.584356,1.565662,5.383521,5.456625,43.313928,224565,4.935899
631382:ApriltagsCameraLog(1):,10,82.628005,79.021000,82.628005,82.628005,82.630570,1.577179,1.566418,5.371174,5.453455,54.148021,224565,5.349278
631384:ApriltagsCameraLog(1):,6,82.630570,81.744000,82.630570,81.744000,82.630571,1.555308,1.566795,5.516142,5.450576,19.155856,224554,2.574483
631400:ApriltagsCameraLog(1):,9,82.630571,84.483000,82.630571,84.483000,82.621438,1.584480,1.565713,5.386095,5.456486,43.269908,224566,4.938401
631403:ApriltagsCameraLog(1):,10,82.630571,78.492000,82.630571,82.630571,82.630016,1.577926,1.566474,5.378736,5.453431,56.349371,224566,5.356884
631405:ApriltagsCameraLog(1):,6,82.630016,81.801000,82.630016,81.801000,82.630027,1.554956,1.566860,5.513625,5.450914,19.076382,224556,2.576999
631441:ApriltagsCameraLog(1):,9,82.630027,84.558000,82.630027,84.558000,82.621442,1.584197,1.565741,5.383565,5.456587,43.521823,224568,4.935899
631443:ApriltagsCameraLog(1):,10,82.630027,78.500000,82.630027,82.630027,82.630301,1.577649,1.566482,5.376216,5.453435,56.286664,224568,5.354348
631444:ApriltagsCameraLog(1):,6,82.630301,81.818000,82.630301,81.818000,82.630301,1.554969,1.566858,5.513624,5.450830,19.046937,224557,2.576999
631460:ApriltagsCameraLog(1):,9,82.630301,84.536000,82.630301,84.536000,82.621860,1.584175,1.565740,5.383571,5.456519,43.440553,224570,4.935899
631462:ApriltagsCameraLog(1):,10,82.630301,78.609000,82.630301,82.630301,82.630632,1.578602,1.566482,5.383774,5.453364,55.938866,224570,5.361954
631480:ApriltagsCameraLog(1):,6,82.630632,81.764000,82.630632,81.764000,82.630631,1.554985,1.566893,5.513622,5.451003,19.142647,224559,2.576999
631501:ApriltagsCameraLog(1):,9,82.630631,84.528000,82.630631,84.528000,82.624417,1.584149,1.565775,5.383578,5.456651,43.410158,224571,4.935899
631503:ApriltagsCameraLog(1):,10,82.630631,78.468000,82.630631,82.630631,82.633160,1.577921,1.566515,5.378736,5.453489,56.445264,224571,5.356884
