63368:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
63565:ApriltagsCameraLog(1):,6,-90.570717,-90.619000,-90.570717,-90.619000,-90.582540,1.365839,1.617750,5.397016,5.302027,22.095661,196138,3.123686
63567:ApriltagsCameraLog(1):,9,-90.570717,-88.057000,-90.570717,-88.057000,-90.582867,1.778977,1.597672,5.258827,5.309591,40.033574,196126,4.373969
63570:ApriltagsCameraLog(1):,10,-90.570717,-93.402000,-90.570717,-93.402000,-90.569985,1.793030,1.625198,5.221214,5.299855,45.689716,196126,4.826008
63607:ApriltagsCameraLog(1):,6,-90.569985,-90.664000,-90.569985,-90.664000,-90.582328,1.365875,1.632170,5.397010,5.296795,22.196223,196140,3.123686
63616:ApriltagsCameraLog(1):,9,-90.582328,-88.086000,-90.582328,-88.086000,-90.583057,1.779864,1.611027,5.258539,5.304735,39.977944,196129,4.373969
63625:ApriltagsCameraLog(1):,10,-90.582328,-93.399000,-90.582328,-93.399000,-90.570627,1.794038,1.618836,5.221147,5.302415,45.637688,196129,4.826008
63641:ApriltagsCameraLog(1):,6,-90.570627,-90.608000,-90.570627,-90.608000,-90.585715,1.365843,1.626121,5.397015,5.299251,22.071670,196142,3.123686
63651:ApriltagsCameraLog(1):,9,-90.585715,-88.090000,-90.585715,-88.090000,-90.585940,1.780123,1.605356,5.258455,5.307046,39.975982,196131,4.373969
63654:ApriltagsCameraLog(1):,10,-90.585715,-93.360000,-90.585715,-93.360000,-90.573528,1.794306,1.613439,5.218587,5.304609,45.460800,196131,4.823468
63658:ApriltagsCameraLog(1):,6,-90.573528,-90.667000,-90.573528,-90.667000,-90.585745,1.365701,1.620988,5.397039,5.301240,22.195029,196144,3.123686
63667:ApriltagsCameraLog(1):,9,-90.585745,-88.125000,-90.585745,-88.125000,-90.586496,1.780125,1.600718,5.258454,5.308830,39.864108,196133,4.373969
63669:ApriltagsCameraLog(1):,10,-90.585745,-93.302000,-90.585745,-93.302000,-90.574221,1.794283,1.609038,5.216047,5.306301,45.228443,196133,4.820928
63678:ApriltagsCameraLog(1):,6,-90.574221,-90.695000,-90.574221,-90.695000,-90.586243,1.365667,1.616807,5.397045,5.302741,22.255075,196145,3.123686
63681:ApriltagsCameraLog(1):,9,-90.586243,-88.083000,-90.586243,-88.083000,-90.587236,1.780163,1.596911,5.258442,5.310190,40.000065,196135,4.373969
63684:ApriltagsCameraLog(1):,10,-90.586243,-93.353000,-90.586243,-93.353000,-90.574791,1.794326,1.605381,5.216044,5.307598,45.408068,196135,4.820928
63703:ApriltagsCameraLog(1):,6,-90.574791,-90.630000,-90.574791,-90.630000,-90.586986,1.365640,1.613277,5.397050,5.304005,22.110892,196147,3.123686
63706:ApriltagsCameraLog(1):,9,-90.586986,-88.032000,-90.586986,-88.032000,-90.587396,1.780194,1.593551,5.255883,5.311408,40.140889,196138,4.371509
