106730:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
106735:ApriltagsCameraLog(1):,7,-4.763103,-3.647000,-3.647000,-3.647000,-4.759133,3.529349,3.529860,5.414653,5.403592,54.086492,108544,3.569935
106745:ApriltagsCameraLog(1):,7,-4.759133,-3.827000,-3.827000,-3.827000,-4.755036,3.531447,3.529658,5.403276,5.409125,49.423576,108545,3.572474
106765:ApriltagsCameraLog(1):,7,-4.755036,-3.732000,-3.732000,-3.732000,-4.751296,3.531682,3.530529,5.409195,5.406193,51.748849,108546,3.572474
106785:ApriltagsCameraLog(1):,7,-4.751296,-3.668000,-3.668000,-3.668000,-4.747372,3.531835,3.531119,5.413183,5.407689,53.290280,108547,3.572474
106805:ApriltagsCameraLog(1):,7,-4.747372,-4.154000,-4.154000,-4.154000,-4.743336,3.528031,3.531503,5.383091,5.410432,40.725752,108548,3.569935
106825:ApriltagsCameraLog(1):,7,-4.743336,-3.668000,-3.668000,-3.668000,-4.740456,3.529300,3.529697,5.413345,5.396770,53.044508,108549,3.569935
106845:ApriltagsCameraLog(1):,7,-4.740456,-3.759000,-3.759000,-3.759000,-4.736427,3.531616,3.529576,5.407513,5.405059,50.685233,108550,3.572474
106865:ApriltagsCameraLog(1):,7,-4.736427,-3.489000,-3.489000,-3.489000,-4.732586,3.532238,3.530606,5.424336,5.406277,57.488731,108551,3.572474
106885:ApriltagsCameraLog(1):,7,-4.732586,-3.740000,-3.740000,-3.740000,-4.728274,3.531663,3.531520,5.408697,5.415298,50.969933,108552,3.572474
106925:ApriltagsCameraLog(1):,7,-4.728274,-4.106000,-4.106000,-4.106000,-4.724412,3.530701,3.531563,5.385896,5.411997,41.497444,108553,3.572474
106946:ApriltagsCameraLog(1):,7,-4.724412,-4.332000,-4.332000,-4.332000,-4.721445,3.527502,3.531062,5.372013,5.398949,35.589319,108554,3.569935
106966:ApriltagsCameraLog(1):,7,-4.721445,-4.284000,-4.284000,-4.284000,-4.719269,3.527648,3.529236,5.375000,5.385487,36.740360,108555,3.569935
106985:ApriltagsCameraLog(1):,7,-4.719269,-3.745000,-3.745000,-3.745000,-4.716912,3.529116,3.528422,5.408551,5.380246,50.461295,108556,3.569935
107005:ApriltagsCameraLog(1):,7,-4.716912,-3.753000,-3.753000,-3.753000,-4.713076,3.531631,3.528889,5.407887,5.394395,50.236479,108557,3.572474
107025:ApriltagsCameraLog(1):,7,-4.713076,-3.778000,-3.778000,-3.778000,-4.709268,3.529035,3.530316,5.406496,5.401129,49.459529,108558,3.569935
107046:ApriltagsCameraLog(1):,7,-4.709268,-4.142000,-4.142000,-4.142000,-4.705518,3.528065,3.529697,5.383837,5.403818,40.058571,108559,3.569935
107069:ApriltagsCameraLog(1):,7,-4.705518,-3.847000,-3.847000,-3.847000,-4.702718,3.531397,3.528832,5.402030,5.393832,47.540507,108560,3.572474
107085:ApriltagsCameraLog(1):,7,-4.702718,-4.342000,-4.342000,-4.342000,-4.699133,3.527471,3.530145,5.371390,5.397921,34.779257,108561,3.569935
107105:ApriltagsCameraLog(1):,7,-4.699133,-3.835000,-3.835000,-3.835000,-4.697092,3.528893,3.528767,5.402948,5.384660,47.646287,108562,3.569935
107125:ApriltagsCameraLog(1):,7,-4.697092,-3.677000,-3.677000,-3.677000,-4.693488,3.531814,3.528898,5.412622,5.393803,51.673528,108563,3.572474
107145:ApriltagsCameraLog(1):,7,-4.693488,-3.701000,-3.701000,-3.701000,-4.689569,3.529222,3.530439,5.411290,5.403199,50.926960,108564,3.569935
107166:ApriltagsCameraLog(1):,7,-4.689569,-3.741000,-3.741000,-3.741000,-4.685702,3.529126,3.529865,5.408800,5.407250,49.804411,108565,3.569935
