68709:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
68722:ApriltagsCameraLog(1):,7,26.090740,25.335000,26.090740,25.335000,26.097242,1.871437,1.872150,6.060847,6.005232,16.753516,217618,2.322044
68723:ApriltagsCameraLog(1):,8,26.090740,26.675000,26.090740,26.675000,26.088250,1.873152,1.871611,5.977330,6.033037,17.687742,217618,2.463920
68741:ApriltagsCameraLog(1):,,,,,,26.094810,,1.872241,,6.005180,,,
68761:ApriltagsCameraLog(1):,7,26.088250,25.345000,26.088250,25.345000,26.094810,1.871459,1.872241,6.060764,6.005180,16.734061,217620,2.322044
68763:ApriltagsCameraLog(1):,8,26.088250,26.704000,26.088250,26.704000,26.085955,1.873196,1.871670,5.977247,6.032969,17.740366,217620,2.463920
68801:ApriltagsCameraLog(1):,7,26.085955,25.349000,26.085955,25.349000,26.092845,1.871480,1.872284,6.060687,6.005104,16.724255,217622,2.322044
68803:ApriltagsCameraLog(1):,8,26.085955,26.686000,26.085955,26.686000,26.084054,1.873235,1.871704,5.977171,6.032893,17.714121,217622,2.463920
68821:ApriltagsCameraLog(1):,7,26.084054,25.409000,26.084054,25.409000,26.093521,1.871497,1.872325,6.060624,6.005028,16.627837,217623,2.322044
68823:ApriltagsCameraLog(1):,8,26.084054,26.745000,26.084054,26.745000,26.085418,1.873268,1.871747,5.977107,6.032823,17.815894,217623,2.463920
68841:ApriltagsCameraLog(1):,,,,,,26.092771,,1.872349,,6.004961,,,
68862:ApriltagsCameraLog(1):,7,26.085418,25.355000,26.085418,25.355000,26.092771,1.871485,1.872349,6.060669,6.004961,16.714074,217625,2.322044
68864:ApriltagsCameraLog(1):,8,26.085418,26.737000,26.085418,26.737000,26.084078,1.873245,1.871740,5.977153,6.032812,17.800245,217625,2.463920
68901:ApriltagsCameraLog(1):,7,26.084078,25.356000,26.084078,25.356000,26.091362,1.871497,1.872335,6.060625,6.004978,16.710429,217627,2.322044
68905:ApriltagsCameraLog(1):,8,26.084078,26.619000,26.084078,26.619000,26.082665,1.873268,1.871739,5.977108,6.032799,17.605291,217627,2.463920
68922:ApriltagsCameraLog(1):,7,26.082665,25.375000,26.082665,25.375000,26.088689,1.871509,1.872375,6.060578,6.004950,16.678632,217628,2.322044
