312847:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
312862:ApriltagsCameraLog(1):,6,87.889286,87.925000,87.889286,87.925000,87.890213,1.746785,1.746631,5.996387,5.996394,11.600110,229819,1.819854
312882:ApriltagsCameraLog(1):,6,87.890213,87.907000,87.890213,87.907000,87.890819,1.746821,1.746708,5.996386,5.996390,11.578233,229820,1.819854
312902:ApriltagsCameraLog(1):,,,,,,87.891094,,1.746764,,5.996388,,,
312923:ApriltagsCameraLog(1):,6,87.890819,87.939000,87.890819,87.939000,87.891094,1.746844,1.746764,5.996385,5.996388,11.614521,229822,1.819854
312942:ApriltagsCameraLog(1):,,,,,,87.891905,,1.746804,,5.996386,,,
312962:ApriltagsCameraLog(1):,6,87.891094,87.898000,87.891094,87.898000,87.891905,1.746855,1.746804,5.996384,5.996386,11.566812,229823,1.819854
312983:ApriltagsCameraLog(1):,6,87.891905,87.908000,87.891905,87.908000,87.892008,1.746886,1.746829,5.996383,5.996385,11.577433,229825,1.819854
313003:ApriltagsCameraLog(1):,6,87.892008,87.943000,87.892008,87.943000,87.892280,1.746890,1.746858,5.996383,5.996384,11.617769,229826,1.819854
313022:ApriltagsCameraLog(1):,,,,,,87.893138,,1.746874,,5.996383,,,
313043:ApriltagsCameraLog(1):,6,87.892280,87.939000,87.892280,87.939000,87.893138,1.746900,1.746874,5.996382,5.996383,11.612832,229828,1.819854
313062:ApriltagsCameraLog(1):,6,87.893138,87.945000,87.893138,87.945000,87.893915,1.746933,1.746887,5.996381,5.996383,11.618775,229829,1.819854
313082:ApriltagsCameraLog(1):,,,,,,87.894779,,1.746910,,5.996382,,,
313103:ApriltagsCameraLog(1):,6,87.893915,87.934000,87.893915,87.934000,87.894779,1.746963,1.746910,5.996380,5.996382,11.605163,229830,1.819854
313122:ApriltagsCameraLog(1):,6,87.894779,87.881000,87.894779,87.881000,87.895444,1.746997,1.746937,5.996378,5.996381,11.574756,229832,1.819854
313143:ApriltagsCameraLog(1):,,,,,,87.895198,,1.746967,,5.996379,,,
313163:ApriltagsCameraLog(1):,6,87.895444,87.905000,87.895444,87.905000,87.895198,1.747022,1.746967,5.996377,5.996379,11.569875,229834,1.819854
313183:ApriltagsCameraLog(1):,6,87.895198,87.941000,87.895198,87.941000,87.895365,1.747013,1.746994,5.996377,5.996378,11.611770,229835,1.819854
313202:ApriltagsCameraLog(1):,,,,,,87.898884,,1.747004,,5.996378,,,
313222:ApriltagsCameraLog(1):,6,87.895365,87.912000,87.895365,87.912000,87.896138,1.747019,1.747004,5.996377,5.996378,11.578057,229837,1.819854
313242:ApriltagsCameraLog(1):,6,87.896138,87.913000,87.896138,87.913000,87.899154,1.747049,1.747011,5.996376,5.996377,11.578320,229838,1.819854
313262:ApriltagsCameraLog(1):,,,,,,87.899410,,1.747030,,5.996377,,,
313282:ApriltagsCameraLog(1):,6,87.899154,87.936000,87.899154,87.936000,87.899410,1.747165,1.747030,5.996371,5.996377,11.601419,229840,1.819854
313303:ApriltagsCameraLog(1):,6,87.899410,87.897000,87.899410,87.897000,87.900046,1.747175,1.747098,5.996370,5.996374,11.561614,229841,1.819854
313323:ApriltagsCameraLog(1):,,,,,,87.899994,,1.747136,,5.996372,,,
313342:ApriltagsCameraLog(1):,6,87.900046,87.896000,87.900046,87.896000,87.899994,1.747200,1.747136,5.996369,5.996372,11.563506,229842,1.819854
313363:ApriltagsCameraLog(1):,6,87.899994,87.923000,87.899994,87.923000,87.899926,1.747198,1.747168,5.996370,5.996371,11.585421,229844,1.819854
313382:ApriltagsCameraLog(1):,,,,,,87.900318,,1.747183,,5.996370,,,
313403:ApriltagsCameraLog(1):,6,87.899926,87.962000,87.899926,87.962000,87.900318,1.747195,1.747183,5.996370,5.996370,11.630579,229846,1.819854
313422:ApriltagsCameraLog(1):,6,87.900318,87.938000,87.900318,87.938000,87.901361,1.747210,1.747189,5.996369,5.996370,11.602385,229847,1.819854
313442:ApriltagsCameraLog(1):,,,,,,87.901982,,1.747199,,5.996369,,,
313463:ApriltagsCameraLog(1):,6,87.901361,87.941000,87.901361,87.941000,87.901982,1.747250,1.747199,5.996367,5.996369,11.604647,229848,1.819854
313482:ApriltagsCameraLog(1):,6,87.901982,87.932000,87.901982,87.932000,87.902643,1.747274,1.747225,5.996366,5.996368,11.593527,229850,1.819854
313503:ApriltagsCameraLog(1):,,,,,,87.903140,,1.747249,,5.996367,,,
313523:ApriltagsCameraLog(1):,6,87.902643,87.945000,87.902643,87.945000,87.903140,1.747300,1.747249,5.996365,5.996367,11.607789,229852,1.819854
313542:ApriltagsCameraLog(1):,6,87.903140,87.918000,87.903140,87.918000,87.903850,1.747319,1.747275,5.996364,5.996366,11.576005,229853,1.819854
313562:ApriltagsCameraLog(1):,,,,,,87.904090,,1.747297,,5.996365,,,
313583:ApriltagsCameraLog(1):,6,87.903850,87.954000,87.903850,87.954000,87.904090,1.747346,1.747297,5.996363,5.996365,11.616797,229855,1.819854
313603:ApriltagsCameraLog(1):,,,,,,87.902188,,1.747321,,5.996364,,,
313623:ApriltagsCameraLog(1):,6,87.904090,87.928000,87.904090,87.928000,87.902188,1.747355,1.747321,5.996363,5.996364,11.586466,229856,1.819854
313642:ApriltagsCameraLog(1):,6,87.902188,87.898000,87.902188,87.898000,87.902579,1.747282,1.747338,5.996366,5.996364,11.563670,229858,1.819854
313663:ApriltagsCameraLog(1):,6,87.902579,87.898000,87.902579,87.898000,87.902476,1.747297,1.747310,5.996365,5.996365,11.564122,229859,1.819854
313682:ApriltagsCameraLog(1):,,,,,,87.902400,,1.747304,,5.996365,,,
313703:ApriltagsCameraLog(1):,6,87.902476,87.912000,87.902476,87.912000,87.902400,1.747293,1.747304,5.996365,5.996365,11.569838,229861,1.819854
313722:ApriltagsCameraLog(1):,6,87.902400,87.907000,87.902400,87.907000,87.902563,1.747290,1.747298,5.996366,5.996365,11.564146,229862,1.819854
313742:ApriltagsCameraLog(1):,,,,,,87.902638,,1.747294,,5.996365,,,
313763:ApriltagsCameraLog(1):,6,87.902563,87.973000,87.902563,87.973000,87.902638,1.747297,1.747294,5.996365,5.996365,11.640246,229864,1.819854
313782:ApriltagsCameraLog(1):,6,87.902638,87.956000,87.902638,87.956000,87.903827,1.747299,1.747295,5.996365,5.996365,11.620509,229865,1.819854
313802:ApriltagsCameraLog(1):,,,,,,87.901963,,1.747297,,5.996365,,,
313823:ApriltagsCameraLog(1):,6,87.903827,87.907000,87.903827,87.907000,87.899216,1.747345,1.747297,5.996363,5.996365,11.562497,229866,1.819854
313843:ApriltagsCameraLog(1):,6,87.899216,87.868000,87.899216,87.868000,87.899255,1.747168,1.747321,5.996371,5.996364,11.594912,229868,1.819854
313862:ApriltagsCameraLog(1):,,,,,,87.898652,,1.747244,,5.996368,,,
313883:ApriltagsCameraLog(1):,6,87.899255,87.890000,87.899255,87.890000,87.895906,1.747169,1.747244,5.996371,5.996368,11.569527,229870,1.819854
313903:ApriltagsCameraLog(1):,6,87.895906,87.888000,87.895906,87.888000,87.893012,1.747040,1.747207,5.996376,5.996369,11.567967,229871,1.819854
313922:ApriltagsCameraLog(1):,,,,,,87.892833,,1.747123,,5.996373,,,
313943:ApriltagsCameraLog(1):,6,87.893012,87.894000,87.893012,87.894000,87.892833,1.746928,1.747123,5.996381,5.996373,11.559971,229873,1.819854
313963:ApriltagsCameraLog(1):,6,87.892833,87.914000,87.892833,87.914000,87.892835,1.746922,1.747026,5.996381,5.996377,11.583295,229875,1.819854
313983:ApriltagsCameraLog(1):,,,,,,87.893194,,1.746974,,5.996379,,,
314002:ApriltagsCameraLog(1):,6,87.892835,87.929000,87.892835,87.929000,87.893194,1.746922,1.746974,5.996381,5.996379,11.600632,229876,1.819854
