55417:ApriltagsCameraLog(1):,tag,last yaw,cam yaw,calc yaw,update yaw, est yaw,x,est x,y,est y,adjust,frame,dist
55511:ApriltagsCameraLog(1):,6,-91.414968,-91.469000,-91.414968,-91.469000,-91.418155,1.849403,1.849421,6.184085,6.184086,15.718536,216918,2.329258
55526:ApriltagsCameraLog(1):,6,-91.418155,-91.467000,-91.418155,-91.467000,-91.418826,1.849291,1.849412,6.184085,6.184086,15.710426,216920,2.329258
55539:ApriltagsCameraLog(1):,6,-91.418826,-91.439000,-91.418826,-91.439000,-91.419462,1.849267,1.849351,6.184085,6.184085,15.665601,216923,2.329258
55552:ApriltagsCameraLog(1):,,,,,,-91.419737,,1.849309,,6.184085,,,
55562:ApriltagsCameraLog(1):,6,-91.419462,-91.433000,-91.419462,-91.433000,-91.419737,1.849245,1.849309,6.184085,6.184085,15.655226,216924,2.329258
55571:ApriltagsCameraLog(1):,6,-91.419737,-91.422000,-91.419737,-91.422000,-91.417186,1.849235,1.849277,6.184085,6.184085,15.637599,216927,2.329258
55593:ApriltagsCameraLog(1):,6,-91.417186,-91.398000,-91.417186,-91.398000,-91.417237,1.849325,1.849256,6.184085,6.184085,15.664056,216929,2.329258
55605:ApriltagsCameraLog(1):,6,-91.417237,-91.391000,-91.417237,-91.391000,-91.416984,1.849323,1.849290,6.184085,6.184085,15.675081,216932,2.329258
55615:ApriltagsCameraLog(1):,6,-91.416984,-91.393000,-91.416984,-91.393000,-91.416643,1.849332,1.849307,6.184085,6.184085,15.671558,216934,2.329258
55625:ApriltagsCameraLog(1):,6,-91.416643,-91.403000,-91.416643,-91.403000,-91.416331,1.849344,1.849319,6.184085,6.184085,15.655391,216937,2.329258
55635:ApriltagsCameraLog(1):,6,-91.416331,-91.438000,-91.416331,-91.438000,-91.416146,1.849355,1.849332,6.184085,6.184085,15.667939,216940,2.329258
55646:ApriltagsCameraLog(1):,6,-91.416146,-91.397000,-91.416146,-91.397000,-91.416402,1.849362,1.849343,6.184085,6.184085,15.663994,216943,2.329258
55656:ApriltagsCameraLog(1):,6,-91.416402,-91.412000,-91.416402,-91.412000,-91.416136,1.849353,1.849353,6.184085,6.184085,15.640943,216944,2.329258
55667:ApriltagsCameraLog(1):,6,-91.416136,-91.391000,-91.416136,-91.391000,-91.418808,1.849362,1.849353,6.184085,6.184085,15.673359,216947,2.329258
55677:ApriltagsCameraLog(1):,6,-91.418808,-91.396000,-91.418808,-91.396000,-91.418467,1.849268,1.849357,6.184085,6.184085,15.669719,216948,2.329258
55694:ApriltagsCameraLog(1):,6,-91.418467,-91.425000,-91.418467,-91.425000,-91.418193,1.849280,1.849312,6.184085,6.184085,15.644275,216951,2.329258
55706:ApriltagsCameraLog(1):,6,-91.418193,-91.442000,-91.418193,-91.442000,-91.415539,1.849289,1.849296,6.184085,6.184085,15.671281,216954,2.329258
55718:ApriltagsCameraLog(1):,6,-91.415539,-91.473000,-91.415539,-91.473000,-91.415843,1.849383,1.849293,6.184085,6.184085,15.723896,216957,2.329258
55731:ApriltagsCameraLog(1):,6,-91.415843,-91.436000,-91.415843,-91.436000,-91.416529,1.849372,1.849338,6.184085,6.184085,15.665575,216959,2.329258
55743:ApriltagsCameraLog(1):,6,-91.416529,-91.444000,-91.416529,-91.444000,-91.416740,1.849348,1.849355,6.184085,6.184085,15.677011,216962,2.329258
55754:ApriltagsCameraLog(1):,6,-91.416740,-91.442000,-91.416740,-91.442000,-91.417049,1.849341,1.849352,6.184085,6.184085,15.673553,216965,2.329258
55764:ApriltagsCameraLog(1):,6,-91.417049,-91.464000,-91.417049,-91.464000,-91.417363,1.849330,1.849346,6.184085,6.184085,15.707465,216968,2.329258
55772:ApriltagsCameraLog(1):,6,-91.417363,-91.451000,-91.417363,-91.451000,-91.417929,1.849319,1.849338,6.184085,6.184085,15.686649,216971,2.329258
55777:ApriltagsCameraLog(1):,,,,,,-91.418345,,1.849328,,6.184085,,,
55796:ApriltagsCameraLog(1):,6,-91.417929,-91.462000,-91.417929,-91.462000,-91.418345,1.849299,1.849328,6.184085,6.184085,15.702962,216972,2.329258
55802:ApriltagsCameraLog(1):,,,,,,-91.418894,,1.849314,,6.184085,,,
55825:ApriltagsCameraLog(1):,6,-91.418345,-91.415000,-91.418345,-91.415000,-91.418894,1.849284,1.849314,6.184085,6.184085,15.639291,216974,2.329258
55834:ApriltagsCameraLog(1):,,,,,,-91.418845,,1.849299,,6.184085,,,
55858:ApriltagsCameraLog(1):,6,-91.418894,-91.449000,-91.418894,-91.449000,-91.418845,1.849265,1.849299,6.184085,6.184085,15.681129,216975,2.329258
55882:ApriltagsCameraLog(1):,6,-91.418845,-91.424000,-91.418845,-91.424000,-91.419225,1.849266,1.849282,6.184085,6.184085,15.642121,216976,2.329258
55902:ApriltagsCameraLog(1):,,,,,,-91.419285,,1.849274,,6.184085,,,
55923:ApriltagsCameraLog(1):,6,-91.419225,-91.408000,-91.419225,-91.408000,-91.419285,1.849253,1.849274,6.184085,6.184085,15.651610,216978,2.329258
55949:ApriltagsCameraLog(1):,6,-91.419285,-91.398000,-91.419285,-91.398000,-91.416396,1.849251,1.849264,6.184085,6.184085,15.667339,216979,2.329258
55962:ApriltagsCameraLog(1):,6,-91.416396,-91.420000,-91.416396,-91.420000,-91.416130,1.849353,1.849257,6.184085,6.184085,15.639696,216981,2.329258
55981:ApriltagsCameraLog(1):,,,,,,-91.416147,,1.849305,,6.184085,,,
56002:ApriltagsCameraLog(1):,6,-91.416130,-91.419000,-91.416130,-91.419000,-91.416147,1.849362,1.849305,6.184085,6.184085,15.638549,216982,2.329258
56021:ApriltagsCameraLog(1):,6,-91.416147,-91.386000,-91.416147,-91.386000,-91.413435,1.849362,1.849334,6.184085,6.184085,15.681194,216983,2.329258
56042:ApriltagsCameraLog(1):,6,-91.413435,-91.395000,-91.413435,-91.395000,-91.413055,1.849457,1.849348,6.184086,6.184085,15.662883,216985,2.329258
56061:ApriltagsCameraLog(1):,,,,,,-91.412793,,1.849402,,6.184085,,,
56082:ApriltagsCameraLog(1):,6,-91.413055,-91.399000,-91.413055,-91.399000,-91.412793,1.849471,1.849402,6.184086,6.184085,15.656035,216986,2.329258
56102:ApriltagsCameraLog(1):,6,-91.412793,-91.433000,-91.412793,-91.433000,-91.412619,1.849480,1.849436,6.184086,6.184086,15.665654,216987,2.329258
56121:ApriltagsCameraLog(1):,,,,,,-91.412876,,1.849458,,6.184086,,,
56142:ApriltagsCameraLog(1):,6,-91.412619,-91.379000,-91.412619,-91.379000,-91.415622,1.849486,1.849458,6.184086,6.184086,15.686621,216989,2.329258
56162:ApriltagsCameraLog(1):,6,-91.415622,-91.412000,-91.415622,-91.412000,-91.415196,1.849380,1.849472,6.184085,6.184086,15.639724,216990,2.329258
